pair,ts,net_frac,gross_frac,exit_type,tp_mult,hold_min,regime,k,ts_parsed,fold
BTCUSDT,2026-08-17 02:52:00+00:00,0.004600000000000001,0.006,TP,4.0,110.0,CHOP,4.0,,
BTCUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,0.006,TP,4.0,108.0,CHOP,4.0,,
BTCUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,0.006,TP,4.0,106.0,CHOP,4.0,,
BTCUSDT,2026-08-17 05:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,150.0,CHOP,4.0,,
SOLUSDT,2026-08-17 06:45:00+00:00,0.004600000000000001,0.006,TP,4.0,306.0,CHOP,4.0,,
NEARUSDT,2026-08-17 06:46:00+00:00,0.004600000000000001,0.006,TP,4.0,78.0,TREND,4.0,,
ETHUSDT,2026-08-17 07:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,245.0,TREND,4.0,,
BTCUSDT,2026-08-17 07:17:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,263.0,CHOP,4.0,,
BTCUSDT,2026-08-17 09:15:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,117.0,TREND,4.0,,
BTCUSDT,2026-08-17 13:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,226.0,CHOP,4.0,,
BTCUSDT,2026-08-17 15:28:00+00:00,0.004600000000000001,0.006,TP,4.0,519.0,CHOP,4.0,,
SOLUSDT,2026-08-17 16:20:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,559.0,TREND,4.0,,
BTCUSDT,2026-08-17 17:23:00+00:00,0.004600000000000001,0.006,TP,4.0,114.0,TREND,4.0,,
SOLUSDT,2026-08-17 17:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,79.0,CHOP,4.0,,
NEARUSDT,2026-08-17 17:46:00+00:00,-0.0264,-0.025,MAE_KILL,4.0,659.0,TREND,4.0,,
BTCUSDT,2026-08-17 18:23:00+00:00,0.004600000000000001,0.006,TP,4.0,44.0,TREND,4.0,,
BTCUSDT,2026-08-17 18:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,66.0,CHOP,4.0,,
BTCUSDT,2026-08-17 19:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,75.0,TREND,4.0,,
ETHUSDT,2026-08-18 02:30:00+00:00,0.004600000000000001,0.006,TP,4.0,447.0,CHOP,4.0,,
NEARUSDT,2026-08-18 02:49:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,19.0,CHOP,4.0,,
ETHUSDT,2026-08-18 03:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,1541.0,CHOP,4.0,,
NEARUSDT,2026-08-18 06:30:00+00:00,-0.0264,-0.025,MAE_KILL,4.0,174.0,CHOP,4.0,,
BTCUSDT,2026-08-18 14:26:00+00:00,0.004600000000000001,0.006,TP,4.0,1197.0,TREND,4.0,,
ETHUSDT,2026-08-18 14:26:00+00:00,0.004600000000000001,0.006,TP,4.0,475.0,CHOP,4.0,,
BTCUSDT,2026-08-18 14:27:00+00:00,0.004600000000000001,0.006,TP,4.0,1203.0,TREND,4.0,,
BTCUSDT,2026-08-18 22:01:00+00:00,-0.028554714242977803,-0.027154714242977804,MAX_AGE,4.0,2880.0,TREND,4.0,,
BTCUSDT,2026-08-18 22:05:00+00:00,-0.028503875914720034,-0.027103875914720035,MAX_AGE,4.0,2880.0,TREND,4.0,,
BTCUSDT,2026-08-18 22:07:00+00:00,-0.028417050923664595,-0.027017050923664597,MAX_AGE,4.0,2880.0,TREND,4.0,,
ETHUSDT,2026-08-19 00:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,118.0,CHOP,4.0,,
ETHUSDT,2026-08-19 00:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,116.0,CHOP,4.0,,
ETHUSDT,2026-08-19 02:26:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,140.0,CHOP,4.0,,
BTCUSDT,2026-08-19 05:53:00+00:00,0.004600000000000001,0.006,TP,4.0,345.0,CHOP,4.0,,
BTCUSDT,2026-08-19 06:09:00+00:00,0.004600000000000001,0.006,TP,4.0,487.0,CHOP,4.0,,
NEARUSDT,2026-08-19 06:48:00+00:00,0.004600000000000001,0.006,TP,4.0,55.0,TREND,4.0,,
NEARUSDT,2026-08-19 06:56:00+00:00,0.004600000000000001,0.006,TP,4.0,8.0,CHOP,4.0,,
BTCUSDT,2026-08-19 12:38:00+00:00,0.004600000000000001,0.006,TP,4.0,341.0,CHOP,4.0,,
BTCUSDT,2026-08-19 12:41:00+00:00,0.004600000000000001,0.006,TP,4.0,614.0,CHOP,4.0,,
ETHUSDT,2026-08-19 12:47:00+00:00,0.004600000000000001,0.006,TP,4.0,9.0,CHOP,4.0,,
BTCUSDT,2026-08-19 13:03:00+00:00,-0.0214630918801097,-0.020063091880109702,MAX_AGE,4.0,2880.0,CHOP,4.0,,
XRPUSDT,2026-08-19 13:20:00+00:00,0.004600000000000001,0.006,TP,4.0,33.0,CHOP,4.0,,
BTCUSDT,2026-08-19 13:31:00+00:00,0.004691766078300383,0.006091766078300382,TP,4.0,1378.0,TREND,4.0,,
BTCUSDT,2026-08-19 13:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,1385.0,TREND,4.0,,
BTCUSDT,2026-08-19 13:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,1386.0,TREND,4.0,,
NEARUSDT,2026-08-19 13:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,23.0,CHOP,4.0,,
BTCUSDT,2026-08-19 14:10:00+00:00,0.004600000000000001,0.006,TP,4.0,25.0,CHOP,4.0,,
NEARUSDT,2026-08-19 14:14:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,92.0,CHOP,4.0,,
BTCUSDT,2026-08-19 14:17:00+00:00,0.004600000000000001,0.006,TP,4.0,43.0,TREND,4.0,,
SOLUSDT,2026-08-19 14:44:00+00:00,0.004600000000000001,0.006,TP,4.0,34.0,TREND,4.0,,
NEARUSDT,2026-08-19 14:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,33.0,CHOP,4.0,,
XRPUSDT,2026-08-19 14:54:00+00:00,0.004600000000000001,0.006,TP,4.0,83.0,TREND,4.0,,
XRPUSDT,2026-08-19 14:54:00+00:00,0.004600000000000001,0.006,TP,4.0,7.0,TREND,4.0,,
BTCUSDT,2026-08-19 14:55:00+00:00,0.004600000000000001,0.006,TP,4.0,38.0,TREND,4.0,,
NEARUSDT,2026-08-19 14:55:00+00:00,0.004600000000000001,0.006,TP,4.0,11.0,TREND,4.0,,
NEARUSDT,2026-08-19 15:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,7.0,TREND,4.0,,
ETHUSDT,2026-08-19 15:05:00+00:00,0.008145481860760764,0.009545481860760765,TP,4.0,8.0,TREND,4.0,,
BTCUSDT,2026-08-19 15:05:00+00:00,0.004600000000000001,0.006,TP,4.0,6.0,TREND,4.0,,
BTCUSDT,2026-08-19 15:05:00+00:00,0.004600000000000001,0.006,TP,4.0,4.0,TREND,4.0,,
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,2185.0,CHOP,4.0,,
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,544.0,TREND,4.0,,
SOLUSDT,2026-08-19 15:19:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,16.0,TREND,4.0,,
BTCUSDT,2026-08-19 15:23:00+00:00,0.006075943745373848,0.007475943745373847,TP,4.0,16.0,TREND,4.0,,
BTCUSDT,2026-08-19 15:23:00+00:00,0.005218999892076826,0.006618999892076825,TP,4.0,13.0,TREND,4.0,,
NEARUSDT,2026-08-19 15:26:00+00:00,-0.0264,-0.025,MAE_KILL,4.0,143.0,CHOP,4.0,,
BTCUSDT,2026-08-19 15:26:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,108.0,TREND,4.0,,
ETHUSDT,2026-08-19 15:26:00+00:00,0.016132493364931683,0.017532493364931682,TP,4.0,12.0,TREND,4.0,,
ETHUSDT,2026-08-19 15:26:00+00:00,0.014903532408319311,0.01630353240831931,TP,4.0,8.0,TREND,4.0,,
NEARUSDT,2026-08-19 15:26:00+00:00,0.007454098717112406,0.008854098717112405,TP,4.0,5.0,TREND,4.0,,
ETHUSDT,2026-08-19 15:27:00+00:00,0.015649278820607095,0.017049278820607094,TP,4.0,11.0,TREND,4.0,,
BTCUSDT,2026-08-19 15:27:00+00:00,0.0070266835330865555,0.008426683533086555,TP,4.0,2.0,TREND,4.0,,
NEARUSDT,2026-08-19 15:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,14.0,TREND,4.0,,
XRPUSDT,2026-08-19 16:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,21.0,TREND,4.0,,
BTCUSDT,2026-08-19 17:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,122.0,TREND,4.0,,
ETHUSDT,2026-08-19 20:07:00+00:00,0.011369391695730455,0.012769391695730456,TP,4.0,240.0,TREND,4.0,,
XRPUSDT,2026-08-19 20:15:00+00:00,0.004600000000000001,0.006,TP,4.0,8.0,TREND,4.0,,
ETHUSDT,2026-08-19 20:50:00+00:00,0.026161277733929622,0.02756127773392962,TP,4.0,322.0,TREND,4.0,,
NEARUSDT,2026-08-19 20:50:00+00:00,0.01693696287697112,0.01833696287697112,TP,4.0,311.0,TREND,4.0,,
NEARUSDT,2026-08-19 20:50:00+00:00,-0.0264,-0.025,MAE_KILL,4.0,198.0,CHOP,4.0,,
BTCUSDT,2026-08-19 20:50:00+00:00,0.004600000000000001,0.006,TP,4.0,35.0,CHOP,4.0,,
SOLUSDT,2026-08-19 20:51:00+00:00,0.020508015513111943,0.02190801551311194,TP,4.0,314.0,TREND,4.0,,
XRPUSDT,2026-08-19 21:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,12.0,CHOP,4.0,,
NEARUSDT,2026-08-19 21:04:00+00:00,0.008798742598021804,0.010198742598021804,TP,4.0,8.0,CHOP,4.0,,
BTCUSDT,2026-08-19 21:07:00+00:00,0.016192962814873955,0.017592962814873953,TP,4.0,324.0,TREND,4.0,,
BTCUSDT,2026-08-19 21:07:00+00:00,0.006178151104817867,0.007578151104817866,TP,4.0,13.0,CHOP,4.0,,
BTCUSDT,2026-08-19 21:07:00+00:00,0.007911658429838929,0.009311658429838929,TP,4.0,8.0,CHOP,4.0,,
BTCUSDT,2026-08-19 21:07:00+00:00,0.009333325307953118,0.010733325307953118,TP,4.0,5.0,CHOP,4.0,,
BTCUSDT,2026-08-19 21:07:00+00:00,0.006880832536200729,0.008280832536200728,TP,4.0,2.0,CHOP,4.0,,
BTCUSDT,2026-08-19 21:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,29.0,CHOP,4.0,,
XRPUSDT,2026-08-19 21:59:00+00:00,0.010913509094624923,0.012313509094624923,TP,4.0,20.0,TREND,4.0,,
BTCUSDT,2026-08-19 22:04:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,56.0,CHOP,4.0,,
BTCUSDT,2026-08-19 22:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,53.0,CHOP,4.0,,
XRPUSDT,2026-08-19 22:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,10.0,TREND,4.0,,
SOLUSDT,2026-08-19 22:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,53.0,TREND,4.0,,
BTCUSDT,2026-08-19 22:15:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,63.0,CHOP,4.0,,
SOLUSDT,2026-08-19 22:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,14.0,TREND,4.0,,
BTCUSDT,2026-08-19 22:33:00+00:00,0.004600000000000001,0.006,TP,4.0,22.0,TREND,4.0,,
BTCUSDT,2026-08-19 22:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,24.0,CHOP,4.0,,
BTCUSDT,2026-08-19 22:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,22.0,CHOP,4.0,,
XRPUSDT,2026-08-19 22:52:00+00:00,0.010740615995389611,0.012140615995389611,TP,4.0,13.0,TREND,4.0,,
BTCUSDT,2026-08-20 00:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,133.0,TREND,4.0,,
BTCUSDT,2026-08-20 01:20:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,26.0,TREND,4.0,,
XRPUSDT,2026-08-20 01:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,32.0,CHOP,4.0,,
ETHUSDT,2026-08-20 03:10:00+00:00,0.005938150745272906,0.007338150745272905,TP,4.0,257.0,TREND,4.0,,
NEARUSDT,2026-08-20 03:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,26.0,CHOP,4.0,,
ETHUSDT,2026-08-20 03:45:00+00:00,0.004600000000000001,0.006,TP,4.0,8.0,CHOP,4.0,,
BTCUSDT,2026-08-20 06:04:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,138.0,CHOP,4.0,,
BTCUSDT,2026-08-20 07:14:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,321.0,CHOP,4.0,,
SOLUSDT,2026-08-20 07:57:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,43.0,CHOP,4.0,,
BTCUSDT,2026-08-20 08:07:00+00:00,0.02276676268371305,0.02416676268371305,TP,4.0,986.0,TREND,4.0,,
BTCUSDT,2026-08-20 08:09:00+00:00,0.03136534208918998,0.03276534208918998,TP,4.0,994.0,TREND,4.0,,
SOLUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,0.006,TP,4.0,12.0,CHOP,4.0,,
BTCUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,0.006,TP,4.0,1.0,CHOP,4.0,,
ETHUSDT,2026-08-20 08:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,5.0,CHOP,4.0,,
XRPUSDT,2026-08-20 08:31:00+00:00,0.015003194572770296,0.016403194572770296,TP,4.0,622.0,TREND,4.0,,
XRPUSDT,2026-08-20 08:31:00+00:00,0.013248771046539537,0.014648771046539538,TP,4.0,612.0,TREND,4.0,,
BTCUSDT,2026-08-20 08:47:00+00:00,0.005638523274478156,0.007038523274478155,TP,4.0,16.0,TREND,4.0,,
BTCUSDT,2026-08-20 08:52:00+00:00,0.005876148923407822,0.007276148923407821,TP,4.0,19.0,TREND,4.0,,
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,632.0,TREND,4.0,,
BTCUSDT,2026-08-20 09:18:00+00:00,0.011647912756417009,0.013047912756417009,TP,4.0,62.0,TREND,4.0,,
BTCUSDT,2026-08-20 09:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,45.0,TREND,4.0,,
BTCUSDT,2026-08-20 10:14:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,249.0,CHOP,4.0,,
BTCUSDT,2026-08-20 10:14:00+00:00,0.010728604819614315,0.012128604819614315,TP,4.0,120.0,TREND,4.0,,
XRPUSDT,2026-08-20 10:18:00+00:00,0.004600000000000001,0.006,TP,4.0,4.0,TREND,4.0,,
BTCUSDT,2026-08-20 10:20:00+00:00,0.014599573868016984,0.015999573868016984,TP,4.0,122.0,TREND,4.0,,
BTCUSDT,2026-08-20 10:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,5.0,TREND,4.0,,
BTCUSDT,2026-08-20 10:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,71.0,TREND,4.0,,
SOLUSDT,2026-08-20 10:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,9.0,TREND,4.0,,
NEARUSDT,2026-08-20 11:00:00+00:00,0.004600000000000001,0.006,TP,4.0,22.0,CHOP,4.0,,
ETHUSDT,2026-08-20 11:31:00+00:00,0.004600000000000001,0.006,TP,4.0,72.0,CHOP,4.0,,
SOLUSDT,2026-08-20 11:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,169.0,TREND,4.0,,
ETHUSDT,2026-08-20 11:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,20.0,CHOP,4.0,,
BTCUSDT,2026-08-20 11:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,53.0,TREND,4.0,,
XRPUSDT,2026-08-20 12:04:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,9.0,TREND,4.0,,
ETHUSDT,2026-08-20 12:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,138.0,CHOP,4.0,,
XRPUSDT,2026-08-20 12:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,14.0,TREND,4.0,,
BTCUSDT,2026-08-20 12:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,40.0,TREND,4.0,,
SOLUSDT,2026-08-20 12:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,30.0,CHOP,4.0,,
XRPUSDT,2026-08-20 13:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,10.0,TREND,4.0,,
XRPUSDT,2026-08-20 13:21:00+00:00,0.007176699168683188,0.008576699168683187,TP,4.0,16.0,TREND,4.0,,
ETHUSDT,2026-08-20 13:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,983.0,TREND,4.0,,
BTCUSDT,2026-08-20 15:03:00+00:00,0.004600000000000001,0.006,TP,4.0,126.0,TREND,4.0,,
ETHUSDT,2026-08-20 15:04:00+00:00,0.004600000000000001,0.006,TP,4.0,103.0,CHOP,4.0,,
BTCUSDT,2026-08-20 15:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,285.0,TREND,4.0,,
BTCUSDT,2026-08-20 15:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,282.0,TREND,4.0,,
BTCUSDT,2026-08-20 15:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,205.0,TREND,4.0,,
ETHUSDT,2026-08-20 15:29:00+00:00,0.007673341388831905,0.009073341388831905,TP,4.0,23.0,CHOP,4.0,,
BTCUSDT,2026-08-20 15:31:00+00:00,0.007314173444819861,0.00871417344481986,TP,4.0,23.0,CHOP,4.0,,
BTCUSDT,2026-08-20 15:32:00+00:00,0.005207257470413807,0.006607257470413806,TP,4.0,28.0,CHOP,4.0,,
BTCUSDT,2026-08-20 15:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,24.0,CHOP,4.0,,
BTCUSDT,2026-08-20 15:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,22.0,CHOP,4.0,,
SOLUSDT,2026-08-20 16:13:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,39.0,CHOP,4.0,,
XRPUSDT,2026-08-20 16:41:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,72.0,TREND,4.0,,
ETHUSDT,2026-08-20 16:42:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,185.0,CHOP,4.0,,
BTCUSDT,2026-08-20 17:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,94.0,CHOP,4.0,,
BTCUSDT,2026-08-20 17:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,19.0,CHOP,4.0,,
BTCUSDT,2026-08-20 17:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,25.0,CHOP,4.0,,
BTCUSDT,2026-08-20 18:00:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,54.0,CHOP,4.0,,
BTCUSDT,2026-08-20 18:00:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,52.0,CHOP,4.0,,
SOLUSDT,2026-08-20 18:02:00+00:00,0.004600000000000001,0.006,TP,4.0,2.0,CHOP,4.0,,
BTCUSDT,2026-08-20 18:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,86.0,CHOP,4.0,,
BTCUSDT,2026-08-20 19:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,64.0,CHOP,4.0,,
BTCUSDT,2026-08-20 19:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,34.0,CHOP,4.0,,
BTCUSDT,2026-08-20 19:14:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,71.0,CHOP,4.0,,
SOLUSDT,2026-08-20 20:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,101.0,CHOP,4.0,,
XRPUSDT,2026-08-20 23:26:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,253.0,CHOP,4.0,,
SOLUSDT,2026-08-20 23:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,702.0,TREND,4.0,,
SOLUSDT,2026-08-21 00:18:00+00:00,0.005215171965200443,0.0066151719652004426,TP,4.0,931.0,TREND,4.0,,
BTCUSDT,2026-08-21 00:18:00+00:00,0.005216827370061928,0.006616827370061928,TP,4.0,44.0,CHOP,4.0,,
NEARUSDT,2026-08-21 00:25:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,59.0,CHOP,4.0,,
BTCUSDT,2026-08-21 00:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,16.0,CHOP,4.0,,
XRPUSDT,2026-08-21 01:04:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,349.0,CHOP,4.0,,
BTCUSDT,2026-08-21 01:16:00+00:00,0.005243490137823924,0.0066434901378239234,TP,4.0,41.0,TREND,4.0,,
XRPUSDT,2026-08-21 01:18:00+00:00,0.008339748521042783,0.009739748521042783,TP,4.0,57.0,TREND,4.0,,
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,4.0,14.0,CHOP,4.0,,
ETHUSDT,2026-08-21 01:18:00+00:00,0.004830192809223021,0.00623019280922302,TP,4.0,1.0,CHOP,4.0,,
SOLUSDT,2026-08-21 01:20:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,55.0,CHOP,4.0,,
BTCUSDT,2026-08-21 01:47:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,574.0,CHOP,4.0,,
BTCUSDT,2026-08-21 01:47:00+00:00,0.008207019627399231,0.009607019627399231,TP,4.0,26.0,TREND,4.0,,
NEARUSDT,2026-08-21 01:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,24.0,TREND,4.0,,
SOLUSDT,2026-08-21 01:48:00+00:00,0.0059746431429506,0.0073746431429505994,TP,4.0,29.0,CHOP,4.0,,
SOLUSDT,2026-08-21 05:45:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,848.0,CHOP,4.0,,
SOLUSDT,2026-08-21 05:45:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,846.0,CHOP,4.0,,
SOLUSDT,2026-08-21 06:03:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,551.0,CHOP,4.0,,
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,22.0,TREND,4.0,,
XRPUSDT,2026-08-21 06:26:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,40.0,CHOP,4.0,,
BTCUSDT,2026-08-21 07:15:00+00:00,0.008714310209465944,0.010114310209465944,TP,4.0,327.0,TREND,4.0,,
BTCUSDT,2026-08-21 07:15:00+00:00,0.009715357967711188,0.011115357967711188,TP,4.0,325.0,TREND,4.0,,
BTCUSDT,2026-08-21 07:15:00+00:00,0.009953808357529827,0.011353808357529827,TP,4.0,323.0,TREND,4.0,,
BTCUSDT,2026-08-21 07:15:00+00:00,0.010206943763945993,0.011606943763945993,TP,4.0,321.0,TREND,4.0,,
ETHUSDT,2026-08-21 08:51:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,446.0,CHOP,4.0,,
ETHUSDT,2026-08-22 00:06:00+00:00,0.005028571428571376,0.0064285714285713755,TP,4.0,2.0,TREND,4.0,,
BTCUSDT,2026-08-22 00:56:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,46.0,TREND,4.0,,
BTCUSDT,2026-08-22 00:56:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,38.0,CHOP,4.0,,
NEARUSDT,2026-08-22 00:59:00+00:00,0.008553131904351446,0.009953131904351447,TP,4.0,38.0,CHOP,4.0,,
ETHUSDT,2026-08-22 01:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,12.0,TREND,4.0,,
BTCUSDT,2026-08-22 01:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,20.0,CHOP,4.0,,
XRPUSDT,2026-08-22 01:36:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,80.0,CHOP,4.0,,
XRPUSDT,2026-08-22 01:37:00+00:00,0.014916540893330584,0.016316540893330584,TP,4.0,19.0,TREND,4.0,,
NEARUSDT,2026-08-22 01:54:00+00:00,0.007811027367241226,0.009211027367241225,TP,4.0,15.0,CHOP,4.0,,
SOLUSDT,2026-08-22 02:22:00+00:00,0.004600000000000001,0.006,TP,4.0,45.0,CHOP,4.0,,
SOLUSDT,2026-08-22 02:29:00+00:00,0.007229606374685719,0.008629606374685718,TP,4.0,126.0,CHOP,4.0,,
BTCUSDT,2026-08-22 03:03:00+00:00,0.004600000000000001,0.006,TP,4.0,115.0,CHOP,4.0,,
BTCUSDT,2026-08-22 03:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,188.0,TREND,4.0,,
BTCUSDT,2026-08-22 03:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,42.0,CHOP,4.0,,
NEARUSDT,2026-08-22 03:19:00+00:00,0.009692631029126899,0.0110926310291269,TP,4.0,16.0,TREND,4.0,,
XRPUSDT,2026-08-22 03:19:00+00:00,0.013036516110048553,0.014436516110048554,TP,4.0,6.0,TREND,4.0,,
SOLUSDT,2026-08-22 03:21:00+00:00,0.008532381913611194,0.009932381913611194,TP,4.0,11.0,CHOP,4.0,,
NEARUSDT,2026-08-22 03:27:00+00:00,0.019569602364951075,0.020969602364951073,TP,4.0,65.0,TREND,4.0,,
BTCUSDT,2026-08-22 03:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,21.0,CHOP,4.0,,
ETHUSDT,2026-08-22 04:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,23.0,CHOP,4.0,,
XRPUSDT,2026-08-22 04:34:00+00:00,0.020041131086948712,0.02144113108694871,TP,4.0,72.0,TREND,4.0,,
ETHUSDT,2026-08-22 04:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,76.0,CHOP,4.0,,
ETHUSDT,2026-08-22 04:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,73.0,CHOP,4.0,,
ETHUSDT,2026-08-22 04:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,226.0,TREND,4.0,,
NEARUSDT,2026-08-22 04:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,4.0,18.0,TREND,4.0,,
NEARUSDT,2026-08-22 05:07:00+00:00,-0.0264,-0.025,MAE_KILL,4.0,33.0,TREND,4.0,,
XRPUSDT,2026-08-22 05:08:00+00:00,-0.0414,-0.04,MAE_KILL,4.0,9.0,TREND,4.0,,
BTCUSDT,2026-08-22 05:09:00+00:00,0.004600000000000001,0.006,TP,4.0,64.0,CHOP,4.0,,
BTCUSDT,2026-08-22 05:10:00+00:00,0.004972050765741611,0.0063720507657416105,TP,4.0,302.0,TREND,4.0,,
