pair,ts,net_frac,gross_frac,exit_type,tp_mult,hold_min,regime,k,ts_parsed,fold
BTCUSDT,2026-08-19 21:06:00+00:00,0.004600000000000001,0.006,TP,1.6,4.0,CHOP,1.6,,
BTCUSDT,2026-08-19 21:07:00+00:00,0.004600000000000001,0.006,TP,1.6,2.0,CHOP,1.6,,
BTCUSDT,2026-08-19 21:21:00+00:00,0.004600000000000001,0.006,TP,1.6,9.0,CHOP,1.6,,
SOLUSDT,2026-08-19 21:22:00+00:00,0.008845021443532042,0.010245021443532043,TP,1.6,4.0,TREND,1.6,,
BTCUSDT,2026-08-19 21:23:00+00:00,0.004600000000000001,0.006,TP,1.6,7.0,CHOP,1.6,,
BTCUSDT,2026-08-19 21:25:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,17.0,CHOP,1.6,,
BTCUSDT,2026-08-19 21:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,CHOP,1.6,,
BTCUSDT,2026-08-19 21:31:00+00:00,0.004600000000000001,0.006,TP,1.6,21.0,CHOP,1.6,,
ETHUSDT,2026-08-19 21:31:00+00:00,0.014543434026799003,0.015943434026799003,TP,1.6,11.0,TREND,1.6,,
NEARUSDT,2026-08-19 21:33:00+00:00,0.004600000000000001,0.006,TP,1.6,7.0,TREND,1.6,,
ETHUSDT,2026-08-19 21:45:00+00:00,0.005415537284950074,0.006815537284950073,TP,1.6,7.0,TREND,1.6,,
ETHUSDT,2026-08-19 21:46:00+00:00,0.017096630483286378,0.018496630483286376,TP,1.6,32.0,TREND,1.6,,
BTCUSDT,2026-08-19 21:47:00+00:00,0.004600000000000001,0.006,TP,1.6,18.0,CHOP,1.6,,
BTCUSDT,2026-08-19 21:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,17.0,CHOP,1.6,,
SOLUSDT,2026-08-19 21:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,14.0,TREND,1.6,,
BTCUSDT,2026-08-19 21:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,30.0,CHOP,1.6,,
BTCUSDT,2026-08-19 21:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,18.0,CHOP,1.6,,
XRPUSDT,2026-08-19 22:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,3.0,TREND,1.6,,
XRPUSDT,2026-08-19 22:06:00+00:00,0.004600000000000001,0.006,TP,1.6,6.0,TREND,1.6,,
BTCUSDT,2026-08-19 22:25:00+00:00,0.004600000000000001,0.006,TP,1.6,23.0,TREND,1.6,,
BTCUSDT,2026-08-19 22:32:00+00:00,0.004600000000000001,0.006,TP,1.6,26.0,TREND,1.6,,
SOLUSDT,2026-08-19 22:33:00+00:00,0.004600000000000001,0.006,TP,1.6,7.0,TREND,1.6,,
BTCUSDT,2026-08-20 03:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,280.0,TREND,1.6,,
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,564.0,CHOP,1.6,,
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,559.0,CHOP,1.6,,
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,555.0,CHOP,1.6,,
BTCUSDT,2026-08-20 07:13:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,563.0,CHOP,1.6,,
BTCUSDT,2026-08-20 07:13:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,559.0,CHOP,1.6,,
SOLUSDT,2026-08-20 08:07:00+00:00,0.004600000000000001,0.006,TP,1.6,54.0,CHOP,1.6,,
ETHUSDT,2026-08-20 08:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,52.0,CHOP,1.6,,
NEARUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,0.006,TP,1.6,58.0,CHOP,1.6,,
BTCUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,0.006,TP,1.6,1.0,CHOP,1.6,,
BTCUSDT,2026-08-20 08:10:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,775.0,TREND,1.6,,
ETHUSDT,2026-08-20 08:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,CHOP,1.6,,
BTCUSDT,2026-08-20 08:17:00+00:00,0.004600000000000001,0.006,TP,1.6,1.0,TREND,1.6,,
BTCUSDT,2026-08-20 08:19:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,TREND,1.6,,
BTCUSDT,2026-08-20 08:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,7.0,TREND,1.6,,
BTCUSDT,2026-08-20 08:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,3.0,TREND,1.6,,
SOLUSDT,2026-08-20 08:37:00+00:00,0.004600000000000001,0.006,TP,1.6,15.0,TREND,1.6,,
BTCUSDT,2026-08-20 08:40:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,TREND,1.6,,
BTCUSDT,2026-08-20 08:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,24.0,TREND,1.6,,
BTCUSDT,2026-08-20 08:47:00+00:00,0.005167838339266931,0.00656783833926693,TP,1.6,27.0,TREND,1.6,,
SOLUSDT,2026-08-20 08:49:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,9.0,TREND,1.6,,
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,632.0,TREND,1.6,,
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,349.0,CHOP,1.6,,
BTCUSDT,2026-08-20 09:09:00+00:00,0.004600000000000001,0.006,TP,1.6,27.0,TREND,1.6,,
BTCUSDT,2026-08-20 09:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,TREND,1.6,,
BTCUSDT,2026-08-20 09:19:00+00:00,0.004600000000000001,0.006,TP,1.6,30.0,TREND,1.6,,
ETHUSDT,2026-08-20 09:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,13.0,CHOP,1.6,,
BTCUSDT,2026-08-20 09:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,45.0,TREND,1.6,,
XRPUSDT,2026-08-20 09:52:00+00:00,0.004600000000000001,0.006,TP,1.6,22.0,TREND,1.6,,
SOLUSDT,2026-08-20 09:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,50.0,TREND,1.6,,
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,177.0,CHOP,1.6,,
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,175.0,CHOP,1.6,,
BTCUSDT,2026-08-20 10:15:00+00:00,0.004600000000000001,0.006,TP,1.6,56.0,TREND,1.6,,
NEARUSDT,2026-08-20 11:11:00+00:00,0.004600000000000001,0.006,TP,1.6,72.0,CHOP,1.6,,
BTCUSDT,2026-08-20 12:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,135.0,TREND,1.6,,
ETHUSDT,2026-08-20 12:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,138.0,CHOP,1.6,,
NEARUSDT,2026-08-20 12:32:00+00:00,-0.0264,-0.025,MAE_KILL,1.6,137.0,CHOP,1.6,,
ETHUSDT,2026-08-20 13:36:00+00:00,0.004600000000000001,0.006,TP,1.6,299.0,TREND,1.6,,
SOLUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,0.006,TP,1.6,931.0,TREND,1.6,,
ETHUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,0.006,TP,1.6,16.0,CHOP,1.6,,
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,0.006,TP,1.6,14.0,CHOP,1.6,,
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,0.006,TP,1.6,11.0,CHOP,1.6,,
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,0.006,TP,1.6,7.0,CHOP,1.6,,
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,CHOP,1.6,,
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,0.006,TP,1.6,3.0,CHOP,1.6,,
BTCUSDT,2026-08-21 00:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,TREND,1.6,,
BTCUSDT,2026-08-21 00:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,16.0,CHOP,1.6,,
SOLUSDT,2026-08-21 00:49:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,11.0,CHOP,1.6,,
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,44.0,TREND,1.6,,
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,38.0,TREND,1.6,,
XRPUSDT,2026-08-21 01:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,43.0,TREND,1.6,,
BTCUSDT,2026-08-21 01:16:00+00:00,0.004600000000000001,0.006,TP,1.6,42.0,TREND,1.6,,
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,1.6,46.0,TREND,1.6,,
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,1.6,13.0,CHOP,1.6,,
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,1.6,11.0,CHOP,1.6,,
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,1.6,8.0,CHOP,1.6,,
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,1.6,1.0,CHOP,1.6,,
SOLUSDT,2026-08-21 01:20:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,55.0,CHOP,1.6,,
BTCUSDT,2026-08-21 01:31:00+00:00,0.004600000000000001,0.006,TP,1.6,10.0,TREND,1.6,,
BTCUSDT,2026-08-21 01:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,TREND,1.6,,
SOLUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,1.6,28.0,CHOP,1.6,,
NEARUSDT,2026-08-21 01:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,24.0,TREND,1.6,,
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,1.6,14.0,TREND,1.6,,
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,1.6,12.0,TREND,1.6,,
XRPUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,1.6,10.0,TREND,1.6,,
BTCUSDT,2026-08-21 01:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,6.0,TREND,1.6,,
XRPUSDT,2026-08-21 02:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,42.0,TREND,1.6,,
BTCUSDT,2026-08-21 03:04:00+00:00,0.004600000000000001,0.006,TP,1.6,24.0,TREND,1.6,,
ETHUSDT,2026-08-21 03:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,106.0,CHOP,1.6,,
XRPUSDT,2026-08-21 03:27:00+00:00,0.004600000000000001,0.006,TP,1.6,14.0,CHOP,1.6,,
NEARUSDT,2026-08-21 03:37:00+00:00,0.004600000000000001,0.006,TP,1.6,10.0,CHOP,1.6,,
XRPUSDT,2026-08-21 03:39:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,170.0,CHOP,1.6,,
XRPUSDT,2026-08-21 03:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,7.0,TREND,1.6,,
XRPUSDT,2026-08-21 03:51:00+00:00,0.004600000000000001,0.006,TP,1.6,7.0,TREND,1.6,,
XRPUSDT,2026-08-21 03:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,19.0,TREND,1.6,,
BTCUSDT,2026-08-21 05:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,207.0,TREND,1.6,,
ETHUSDT,2026-08-21 05:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,93.0,CHOP,1.6,,
XRPUSDT,2026-08-21 05:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,23.0,CHOP,1.6,,
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,22.0,TREND,1.6,,
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,292.0,TREND,1.6,,
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,290.0,TREND,1.6,,
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,289.0,TREND,1.6,,
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,80.0,TREND,1.6,,
SOLUSDT,2026-08-21 06:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,TREND,1.6,,
XRPUSDT,2026-08-21 07:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,13.0,CHOP,1.6,,
BTCUSDT,2026-08-21 07:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,4.0,CHOP,1.6,,
BTCUSDT,2026-08-21 07:10:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,430.0,CHOP,1.6,,
ETHUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,0.006,TP,1.6,25.0,CHOP,1.6,,
BTCUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,0.006,TP,1.6,10.0,CHOP,1.6,,
NEARUSDT,2026-08-21 07:16:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,TREND,1.6,,
ETHUSDT,2026-08-21 07:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,3.0,TREND,1.6,,
SOLUSDT,2026-08-21 07:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,70.0,TREND,1.6,,
BTCUSDT,2026-08-21 07:42:00+00:00,0.004600000000000001,0.006,TP,1.6,18.0,TREND,1.6,,
BTCUSDT,2026-08-21 07:43:00+00:00,0.004600000000000001,0.006,TP,1.6,22.0,TREND,1.6,,
BTCUSDT,2026-08-21 07:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,27.0,TREND,1.6,,
BTCUSDT,2026-08-21 07:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,27.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,20.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,18.0,TREND,1.6,,
XRPUSDT,2026-08-21 08:10:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,304.0,CHOP,1.6,,
BTCUSDT,2026-08-21 08:13:00+00:00,0.004600000000000001,0.006,TP,1.6,8.0,TREND,1.6,,
NEARUSDT,2026-08-21 08:13:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,0.006,TP,1.6,31.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,0.006,TP,1.6,4.0,TREND,1.6,,
XRPUSDT,2026-08-21 08:17:00+00:00,0.005740734451284253,0.007140734451284252,TP,1.6,4.0,CHOP,1.6,,
SOLUSDT,2026-08-21 08:25:00+00:00,0.004600000000000001,0.006,TP,1.6,9.0,CHOP,1.6,,
BTCUSDT,2026-08-21 08:27:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,8.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,0.006,TP,1.6,10.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,0.006,TP,1.6,8.0,TREND,1.6,,
XRPUSDT,2026-08-21 08:33:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,43.0,CHOP,1.6,,
BTCUSDT,2026-08-21 08:33:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:35:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,275.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:35:00+00:00,0.004600000000000001,0.006,TP,1.6,9.0,TREND,1.6,,
SOLUSDT,2026-08-21 08:38:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,TREND,1.6,,
XRPUSDT,2026-08-21 08:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,8.0,CHOP,1.6,,
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,0.006,TP,1.6,6.0,TREND,1.6,,
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,0.006,TP,1.6,2.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,0.006,TP,1.6,9.0,TREND,1.6,,
SOLUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:51:00+00:00,-0.0414,-0.04,MAE_KILL,1.6,125.0,CHOP,1.6,,
BTCUSDT,2026-08-21 08:51:00+00:00,0.004600000000000001,0.006,TP,1.6,2.0,TREND,1.6,,
NEARUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,0.006,TP,1.6,6.0,TREND,1.6,,
BTCUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,0.006,TP,1.6,2.0,TREND,1.6,,
XRPUSDT,2026-08-21 09:00:00+00:00,0.005135773300627145,0.006535773300627145,TP,1.6,3.0,CHOP,1.6,,
ETHUSDT,2026-08-21 09:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,8.0,TREND,1.6,,
ETHUSDT,2026-08-21 09:07:00+00:00,0.00569296984239893,0.0070929698423989294,TP,1.6,3.0,TREND,1.6,,
BTCUSDT,2026-08-21 09:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,9.0,TREND,1.6,,
XRPUSDT,2026-08-21 09:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,5.0,CHOP,1.6,,
ETHUSDT,2026-08-21 09:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,14.0,CHOP,1.6,,
BTCUSDT,2026-08-21 09:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,26.0,TREND,1.6,,
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,0.006,TP,1.6,9.0,TREND,1.6,,
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,0.006,TP,1.6,6.0,TREND,1.6,,
BTCUSDT,2026-08-21 11:19:00+00:00,0.004600000000000001,0.006,TP,1.6,119.0,TREND,1.6,,
BTCUSDT,2026-08-21 11:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,127.0,TREND,1.6,,
BTCUSDT,2026-08-21 11:32:00+00:00,0.004600000000000001,0.006,TP,1.6,12.0,CHOP,1.6,,
SOLUSDT,2026-08-21 11:34:00+00:00,0.0067596708957899645,0.008159670895789964,TP,1.6,147.0,TREND,1.6,,
SOLUSDT,2026-08-21 11:34:00+00:00,0.004600000000000001,0.006,TP,1.6,1.0,CHOP,1.6,,
SOLUSDT,2026-08-21 11:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,280.0,TREND,1.6,,
BTCUSDT,2026-08-21 11:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,15.0,CHOP,1.6,,
BTCUSDT,2026-08-21 11:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,13.0,CHOP,1.6,,
XRPUSDT,2026-08-21 11:59:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,CHOP,1.6,,
SOLUSDT,2026-08-21 12:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,4.0,CHOP,1.6,,
BTCUSDT,2026-08-21 12:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,30.0,CHOP,1.6,,
BTCUSDT,2026-08-21 12:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,14.0,CHOP,1.6,,
ETHUSDT,2026-08-21 12:39:00+00:00,0.004600000000000001,0.006,TP,1.6,31.0,CHOP,1.6,,
ETHUSDT,2026-08-21 12:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,13.0,CHOP,1.6,,
NEARUSDT,2026-08-21 13:31:00+00:00,0.0046961313012895715,0.006096131301289571,TP,1.6,249.0,CHOP,1.6,,
XRPUSDT,2026-08-21 13:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,127.0,CHOP,1.6,,
BTCUSDT,2026-08-21 13:35:00+00:00,0.004600000000000001,0.006,TP,1.6,92.0,CHOP,1.6,,
SOLUSDT,2026-08-21 13:35:00+00:00,0.004600000000000001,0.006,TP,1.6,90.0,CHOP,1.6,,
XRPUSDT,2026-08-21 13:37:00+00:00,0.0049656977942692,0.006365697794269199,TP,1.6,6.0,CHOP,1.6,,
NEARUSDT,2026-08-21 13:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,4.0,CHOP,1.6,,
XRPUSDT,2026-08-21 13:37:00+00:00,0.005936269766770164,0.007336269766770163,TP,1.6,2.0,CHOP,1.6,,
XRPUSDT,2026-08-21 13:48:00+00:00,0.006504721326110329,0.007904721326110328,TP,1.6,6.0,CHOP,1.6,,
BTCUSDT,2026-08-21 13:51:00+00:00,0.004600000000000001,0.006,TP,1.6,5.0,CHOP,1.6,,
ETHUSDT,2026-08-21 13:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,9.0,CHOP,1.6,,
BTCUSDT,2026-08-21 13:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,61.0,CHOP,1.6,,
NEARUSDT,2026-08-21 14:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,14.0,CHOP,1.6,,
ETHUSDT,2026-08-21 14:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,20.0,CHOP,1.6,,
SOLUSDT,2026-08-21 14:36:00+00:00,0.004600000000000001,0.006,TP,1.6,13.0,CHOP,1.6,,
NEARUSDT,2026-08-21 14:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,18.0,CHOP,1.6,,
BTCUSDT,2026-08-21 15:14:00+00:00,0.004600000000000001,0.006,TP,1.6,77.0,TREND,1.6,,
BTCUSDT,2026-08-21 15:14:00+00:00,0.004600000000000001,0.006,TP,1.6,20.0,CHOP,1.6,,
BTCUSDT,2026-08-21 15:15:00+00:00,0.004600000000000001,0.006,TP,1.6,82.0,CHOP,1.6,,
XRPUSDT,2026-08-21 15:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,4.0,CHOP,1.6,,
BTCUSDT,2026-08-21 15:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,11.0,CHOP,1.6,,
NEARUSDT,2026-08-21 15:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,10.0,CHOP,1.6,,
BTCUSDT,2026-08-21 21:24:00+00:00,0.004600000000000001,0.006,TP,1.6,364.0,CHOP,1.6,,
BTCUSDT,2026-08-21 21:27:00+00:00,0.004600000000000001,0.006,TP,1.6,456.0,CHOP,1.6,,
BTCUSDT,2026-08-21 21:27:00+00:00,0.004600000000000001,0.006,TP,1.6,371.0,CHOP,1.6,,
NEARUSDT,2026-08-21 21:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,4.0,CHOP,1.6,,
ETHUSDT,2026-08-21 21:33:00+00:00,0.004600000000000001,0.006,TP,1.6,2.0,TREND,1.6,,
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,712.0,TREND,1.6,,
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,710.0,TREND,1.6,,
BTCUSDT,2026-08-21 21:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,8.0,CHOP,1.6,,
BTCUSDT,2026-08-21 21:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,11.0,CHOP,1.6,,
NEARUSDT,2026-08-21 21:52:00+00:00,0.0055460239699063945,0.006946023969906394,TP,1.6,25.0,CHOP,1.6,,
ETHUSDT,2026-08-21 21:52:00+00:00,0.004974969826343102,0.006374969826343101,TP,1.6,18.0,TREND,1.6,,
BTCUSDT,2026-08-21 21:52:00+00:00,0.004600000000000001,0.006,TP,1.6,14.0,CHOP,1.6,,
NEARUSDT,2026-08-21 21:52:00+00:00,0.004600000000000001,0.006,TP,1.6,9.0,CHOP,1.6,,
BTCUSDT,2026-08-21 21:55:00+00:00,0.004600000000000001,0.006,TP,1.6,8.0,CHOP,1.6,,
BTCUSDT,2026-08-21 21:57:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,4.0,CHOP,1.6,,
SOLUSDT,2026-08-21 22:03:00+00:00,0.004600000000000001,0.006,TP,1.6,6.0,CHOP,1.6,,
XRPUSDT,2026-08-21 22:04:00+00:00,0.004600000000000001,0.006,TP,1.6,382.0,CHOP,1.6,,
BTCUSDT,2026-08-21 22:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,21.0,CHOP,1.6,,
BTCUSDT,2026-08-21 22:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,17.0,CHOP,1.6,,
XRPUSDT,2026-08-21 22:32:00+00:00,0.007017350293268333,0.008417350293268332,TP,1.6,8.0,CHOP,1.6,,
NEARUSDT,2026-08-21 22:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,34.0,TREND,1.6,,
ETHUSDT,2026-08-21 23:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,63.0,TREND,1.6,,
BTCUSDT,2026-08-21 23:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,58.0,CHOP,1.6,,
NEARUSDT,2026-08-21 23:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,7.0,CHOP,1.6,,
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,0.006,TP,1.6,94.0,CHOP,1.6,,
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,0.006,TP,1.6,14.0,TREND,1.6,,
BTCUSDT,2026-08-22 00:56:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,46.0,TREND,1.6,,
ETHUSDT,2026-08-22 01:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,12.0,TREND,1.6,,
BTCUSDT,2026-08-22 03:03:00+00:00,0.004600000000000001,0.006,TP,1.6,115.0,CHOP,1.6,,
NEARUSDT,2026-08-22 03:13:00+00:00,0.004600000000000001,0.006,TP,1.6,10.0,TREND,1.6,,
XRPUSDT,2026-08-22 03:17:00+00:00,0.004600000000000001,0.006,TP,1.6,4.0,TREND,1.6,,
ETHUSDT,2026-08-22 03:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,10.0,CHOP,1.6,,
BTCUSDT,2026-08-22 03:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,338.0,CHOP,1.6,,
BTCUSDT,2026-08-22 03:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,1.6,325.0,CHOP,1.6,,
