pair,i,variant,sweep,dir,atr_frac,mfe,mae,ret30,ret60,ret240,t0.6_s1.0,t0.6_s1.5,t0.6_s2.0,t1.0_s1.0,t1.0_s1.5,t1.0_s2.0,t1.6_s1.0,t1.6_s1.5,t1.6_s2.0,ts,hyp
BTCUSDT,102,B_samebar,sell,-1,0.0009294143884084243,0.009089471401438344,0.0006873863816075048,0.002386279830455154,0.0063054782659073124,0.006321136270044157,-0.0008423513669549455,-0.0008423513669549455,-0.0008423513669549455,-0.0004705856115915757,-0.0004705856115915757,-0.0004705856115915757,8.706302145347904e-05,8.706302145347904e-05,8.706302145347904e-05,2026-08-12 13:55:00+00:00,CONTINUATION
BTCUSDT,102,C_2bar,sell,1,0.0009294143884084243,0.0006873863816075048,0.009089471401438344,-0.002386279830455154,-0.0063054782659073124,-0.006321136270044157,-0.0008423513669549455,-0.0008423513669549455,-0.0008423513669549455,-0.0023294143884084245,-0.002794121582612636,-0.0032588287768168488,-0.0023294143884084245,-0.002794121582612636,-0.0032588287768168488,2026-08-12 13:55:00+00:00,REVERSAL
BTCUSDT,102,C_2bar,sell,-1,0.0009294143884084243,0.009089471401438344,0.0006873863816075048,0.002386279830455154,0.0063054782659073124,0.006321136270044157,-0.0008423513669549455,-0.0008423513669549455,-0.0008423513669549455,-0.0004705856115915757,-0.0004705856115915757,-0.0004705856115915757,8.706302145347904e-05,8.706302145347904e-05,8.706302145347904e-05,2026-08-12 13:55:00+00:00,CONTINUATION
BTCUSDT,107,E_mss,sell,-1,0.0008922621707494321,0.0077439889617974935,0.0020461440767656812,0.002137083813510868,0.007102707025094664,0.004757088987668281,-0.0008646426975503407,-0.0008646426975503407,-0.0008646426975503407,-0.0005077378292505679,-0.0005077378292505679,-0.0005077378292505679,2.761947319909145e-05,2.761947319909145e-05,2.761947319909145e-05,2026-08-12 14:00:00+00:00,CONTINUATION
BTCUSDT,107,A_sweeponly,sell,1,0.0008922621707494321,0.0020461440767656812,0.0077439889617974935,-0.002137083813510868,-0.007102707025094664,-0.004757088987668281,-0.002292262170749432,-0.0027383932561241484,-0.003184524341498864,-0.002292262170749432,-0.0027383932561241484,-0.003184524341498864,-0.002292262170749432,-0.0027383932561241484,-0.003184524341498864,2026-08-12 14:00:00+00:00,REVERSAL
BTCUSDT,107,A_sweeponly,sell,-1,0.0008922621707494321,0.0077439889617974935,0.0020461440767656812,0.002137083813510868,0.007102707025094664,0.004757088987668281,-0.0008646426975503407,-0.0008646426975503407,-0.0008646426975503407,-0.0005077378292505679,-0.0005077378292505679,-0.0005077378292505679,2.761947319909145e-05,2.761947319909145e-05,2.761947319909145e-05,2026-08-12 14:00:00+00:00,CONTINUATION
BTCUSDT,108,A_sweeponly,sell,1,0.0009537751901442103,0.0027819750610764016,0.007015347150633022,-0.0012662458399822552,-0.005422733113976225,-0.004393418032156682,-0.00235377519014421,-0.0028306627852163154,-0.003307550380288421,-0.00235377519014421,-0.0028306627852163154,-0.003307550380288421,-0.00235377519014421,-0.0028306627852163154,-0.003307550380288421,2026-08-12 14:01:00+00:00,REVERSAL
BTCUSDT,108,A_sweeponly,sell,-1,0.0009537751901442103,0.007015347150633022,0.0027819750610764016,0.0012662458399822552,0.005422733113976225,0.004393418032156682,-0.0008277348859134739,-0.0008277348859134739,-0.0008277348859134739,-0.0004462248098557897,-0.0004462248098557897,-0.0004462248098557897,0.00012604030423073653,0.00012604030423073653,0.00012604030423073653,2026-08-12 14:01:00+00:00,CONTINUATION
BTCUSDT,109,A_sweeponly,sell,1,0.0010210367007528417,0.0042300572911919436,0.0055814128894183255,-0.0003598377116207382,-0.0037460834257807447,-0.0036643735523996675,-0.0007873779795482949,-0.0007873779795482949,-0.0007873779795482949,-0.00037896329924715826,-0.00037896329924715826,-0.00037896329924715826,0.0002336587212045469,0.0002336587212045469,0.0002336587212045469,2026-08-12 14:02:00+00:00,REVERSAL
BTCUSDT,109,A_sweeponly,sell,-1,0.0010210367007528417,0.0055814128894183255,0.0042300572911919436,0.0003598377116207382,0.0037460834257807447,0.0036643735523996675,-0.0007873779795482949,-0.0007873779795482949,-0.0007873779795482949,-0.0024210367007528417,-0.002931555051129263,-0.0034420734015056832,-0.0024210367007528417,-0.002931555051129263,-0.0034420734015056832,2026-08-12 14:02:00+00:00,CONTINUATION
BTCUSDT,110,A_sweeponly,sell,1,0.0010140378657919674,0.003968179161875295,0.005840732432245664,-0.00048227672315752016,-0.003715258795659195,-0.003242407676211684,-0.0024140378657919676,-0.0007915772805248195,-0.0007915772805248195,-0.0024140378657919676,-0.0003859621342080326,-0.0003859621342080326,-0.0024140378657919676,0.00022246058526714796,0.00022246058526714796,2026-08-12 14:03:00+00:00,REVERSAL
BTCUSDT,110,A_sweeponly,sell,-1,0.0010140378657919674,0.005840732432245664,0.003968179161875295,0.00048227672315752016,0.003715258795659195,0.003242407676211684,-0.0007915772805248195,-0.0007915772805248195,-0.0007915772805248195,-0.0003859621342080326,-0.0003859621342080326,-0.0003859621342080326,-0.0024140378657919676,-0.002921056798687951,-0.003428075731583935,2026-08-12 14:03:00+00:00,CONTINUATION
BTCUSDT,110,B_samebar,sell,1,0.0010140378657919674,0.003968179161875295,0.005840732432245664,-0.00048227672315752016,-0.003715258795659195,-0.003242407676211684,-0.0024140378657919676,-0.0007915772805248195,-0.0007915772805248195,-0.0024140378657919676,-0.0003859621342080326,-0.0003859621342080326,-0.0024140378657919676,0.00022246058526714796,0.00022246058526714796,2026-08-12 14:03:00+00:00,REVERSAL
