pair,ts,net_frac,gross_frac,exit_type,mfe,mae,tp_frac,lev,hold_min,regime,atr_frac,armed,post_arm_dd
BTCUSDT,2026-09-02 12:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005451984812234753,0.000663061595550738,0.006,10,71.0,TREND,0.0007623530183939898,False,0.0
BTCUSDT,2026-09-02 12:50:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00574472529768122,0.003463808230624646,0.006,10,110.0,TREND,0.0009891932018263722,False,0.0
BTCUSDT,2026-09-02 12:50:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005739472845869902,0.003469012591327561,0.006,10,107.0,TREND,0.000991239712705558,False,0.0
XRPUSDT,2026-09-02 13:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003028238322355972,0.0003785297902944545,0.006,10,11.0,CHOP,0.0006543157803661885,False,0.0
BTCUSDT,2026-09-02 13:45:00+00:00,0.004600000000000001,0.006,TP,0.0062794817835234926,0.004646894509645393,0.006,10,74.0,CHOP,0.0006675558746124087,False,0.0
BTCUSDT,2026-09-02 18:43:00+00:00,-0.02447668000176955,-0.023076680001769552,MAX_AGE,0.0014700212982449855,0.036483830397714634,0.006,10,2880.0,CHOP,0.0006718111092151302,False,0.0
BTCUSDT,2026-09-02 23:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004171367649646633,0.002653683327985313,0.006,10,266.0,CHOP,0.0004110741604401908,False,0.0
BTCUSDT,2026-09-03 01:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004551079779961994,0.0032383679869376,0.006,10,157.0,CHOP,0.00044226039677553244,False,0.0
BTCUSDT,2026-09-03 02:34:00+00:00,0.004600000000000001,0.006,TP,0.006764435514837891,0.008339183690883914,0.006,10,769.0,CHOP,0.0015747481760459965,False,0.0
BTCUSDT,2026-09-03 03:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004163384138911772,0.017135761909612402,0.006,10,1415.0,CHOP,0.000802542348061695,False,0.0
BTCUSDT,2026-09-03 05:23:00+00:00,0.004600000000000001,0.006,TP,0.006554810937729259,0.002118856795660409,0.006,10,138.0,CHOP,0.00046415505574089227,False,0.0
BTCUSDT,2026-09-03 05:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030707977994770875,0.007387247781303393,0.006,10,223.0,CHOP,0.0008387502233618432,False,0.0
BTCUSDT,2026-09-03 07:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004196632671286362,0.00967307126437376,0.006,10,281.0,CHOP,0.001002532995111138,False,0.0
NEARUSDT,2026-09-03 07:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0048051536593092655,0.0027458020910339494,0.006,10,24.0,CHOP,0.001904711615346326,False,0.0
XRPUSDT,2026-09-03 08:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003930989298973627,0.008517143481109284,0.006,10,29.0,CHOP,0.001091941471937111,False,0.0
NEARUSDT,2026-09-03 12:17:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036336826583811188,0.018379061561956886,0.006,10,247.0,CHOP,0.0019785891079797903,False,0.0
SOLUSDT,2026-09-03 12:54:00+00:00,-0.0414,-0.04,MAE_KILL,0.0005735589331803575,0.040026219836945404,0.006,10,1526.0,TREND,0.0014616973832836974,False,0.0
BTCUSDT,2026-09-03 12:55:00+00:00,0.004600000000000001,0.006,TP,0.006140578585211679,0.025229824132908616,0.006,10,2803.0,CHOP,0.001374843649440807,False,0.0
ETHUSDT,2026-09-03 13:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004342321760681658,0.004156752454669513,0.006,10,37.0,CHOP,0.0011452277171028228,False,0.0
ETHUSDT,2026-09-03 13:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004214415610657192,0.0015546327644011513,0.006,10,13.0,CHOP,0.0012815852894862943,False,0.0
BTCUSDT,2026-09-03 13:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004091402205058447,0.00271403553173614,0.006,10,58.0,CHOP,0.0009884663482668456,False,0.0
BTCUSDT,2026-09-03 14:23:00+00:00,0.004600000000000001,0.006,TP,0.0063632336346339,0.0014990981293640608,0.006,10,35.0,CHOP,0.0014116038935569424,False,0.0
BTCUSDT,2026-09-03 14:30:00+00:00,-0.0414,-0.04,MAE_KILL,0.001597171246745356,0.04003358622964584,0.006,10,1537.0,CHOP,0.0003743806654178619,False,0.0
BTCUSDT,2026-09-03 14:30:00+00:00,-0.0414,-0.04,MAE_KILL,0.0013026674038452645,0.04015971041403703,0.006,10,1529.0,CHOP,0.00046346868307831806,False,0.0
BTCUSDT,2026-09-03 14:32:00+00:00,-0.0414,-0.04,MAE_KILL,0.0023243088308100446,0.040420043255074575,0.006,10,1546.0,CHOP,0.00043394667192774353,False,0.0
NEARUSDT,2026-09-03 14:32:00+00:00,0.004600000000000001,0.006,TP,0.0066736183524505445,0.001251303441084441,0.006,10,9.0,CHOP,0.0015492328318188703,False,0.0
BTCUSDT,2026-09-03 14:48:00+00:00,-0.0414,-0.04,MAE_KILL,0.0,0.04000776849873762,0.006,10,557.0,CHOP,0.001006205550777326,False,0.0
BTCUSDT,2026-09-03 14:48:00+00:00,0.004600000000000001,0.006,TP,0.007556201127409218,0.0021399201732006457,0.006,10,15.0,TREND,0.0015131934267787917,False,0.0
ETHUSDT,2026-09-03 14:48:00+00:00,0.004600000000000001,0.006,TP,0.00970217617002216,0.0023329194063880536,0.006,10,13.0,TREND,0.0017649573519532616,False,0.0
BTCUSDT,2026-09-03 14:48:00+00:00,0.004600000000000001,0.006,TP,0.007843171697831565,0.0018557112367768866,0.006,10,10.0,TREND,0.0015320865252922624,False,0.0
BTCUSDT,2026-09-03 14:48:00+00:00,0.004600000000000001,0.006,TP,0.009364185383727994,0.00015707503662989853,0.006,10,8.0,TREND,0.001514472624603564,False,0.0
BTCUSDT,2026-09-03 14:49:00+00:00,-0.0414,-0.04,MAE_KILL,0.0023106796116504854,0.041843365695792806,0.006,10,565.0,CHOP,0.0008289412852519783,False,0.0
SOLUSDT,2026-09-03 14:59:00+00:00,-0.0414,-0.04,MAE_KILL,0.00148929199058759,0.0407569574757494,0.006,10,160.0,CHOP,0.0009935705137206418,False,0.0
ETHUSDT,2026-09-03 15:00:00+00:00,0.004600000000000001,0.006,TP,0.009302400762942331,0.0009213498583627452,0.006,10,8.0,TREND,0.0023937200424189956,False,0.0
ETHUSDT,2026-09-03 15:00:00+00:00,0.004600000000000001,0.006,TP,0.007734579258255088,0.002473290081017442,0.006,10,5.0,TREND,0.0023035431854546485,False,0.0
SOLUSDT,2026-09-03 15:01:00+00:00,-0.0414,-0.04,MAE_KILL,0.0024746862275331497,0.041300639869068324,0.006,10,67.0,CHOP,0.001496502058482576,False,0.0
BTCUSDT,2026-09-03 15:01:00+00:00,0.004600000000000001,0.006,TP,0.0069209194348683455,0.002885688380527234,0.006,10,11.0,TREND,0.001806068361226441,False,0.0
BTCUSDT,2026-09-03 15:01:00+00:00,0.004600000000000001,0.006,TP,0.007459199326105152,0.0,0.006,10,4.0,TREND,0.0018530508182208372,False,0.0
NEARUSDT,2026-09-03 15:04:00+00:00,0.004600000000000001,0.006,TP,0.006938376933751384,0.0005139538469444878,0.006,10,4.0,TREND,0.0028120617625680073,False,0.0
BTCUSDT,2026-09-03 15:45:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0031306911802965556,0.0015721595202992452,0.006,10,21.0,TREND,0.0013440255991391337,False,0.0
BTCUSDT,2026-09-03 15:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003432776446940058,0.004717898892960541,0.006,10,40.0,TREND,0.0022079356089743803,False,0.0
BTCUSDT,2026-09-03 15:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004093522289296961,0.0040625201513897116,0.006,10,39.0,TREND,0.0022348112554413436,False,0.0
SOLUSDT,2026-09-03 15:50:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004587684275184222,0.004606879606879645,0.006,10,29.0,TREND,0.0026215338715338704,False,0.0
SOLUSDT,2026-09-03 15:50:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0047882701774250355,8.636158636638751e-05,0.006,10,5.0,TREND,0.0018225036360969347,False,0.0
BTCUSDT,2026-09-03 15:51:00+00:00,0.004600000000000001,0.006,TP,0.006499345470081685,0.0025311802155602117,0.006,10,41.0,TREND,0.0022023184091995687,False,0.0
BTCUSDT,2026-09-03 15:51:00+00:00,0.004600000000000001,0.006,TP,0.006278132702540009,0.0012466861616593613,0.006,10,37.0,TREND,0.0020554001928212865,False,0.0
ETHUSDT,2026-09-03 15:52:00+00:00,0.004600000000000001,0.006,TP,0.0067778811004937526,0.006685692297826064,0.006,10,49.0,TREND,0.002567257743859413,False,0.0
BTCUSDT,2026-09-03 15:52:00+00:00,0.004600000000000001,0.006,TP,0.00878967579227468,0.0007186137085184733,0.006,10,33.0,TREND,0.0014775641105200554,False,0.0
NEARUSDT,2026-09-03 15:52:00+00:00,0.004600000000000001,0.006,TP,0.006895502712569111,0.0007605333874156239,0.006,10,5.0,TREND,0.0022453842866559165,False,0.0
BTCUSDT,2026-09-03 16:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004681381934065391,0.0009906248842006088,0.006,10,26.0,TREND,0.00167501010211518,False,0.0
XRPUSDT,2026-09-03 18:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003346537358284474,0.01625461002595277,0.006,10,129.0,TREND,0.003166038987648077,False,0.0
BTCUSDT,2026-09-03 18:26:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0055894943727804874,0.0015213715597521772,0.006,10,111.0,TREND,0.001049852395153042,False,0.0
SOLUSDT,2026-09-03 19:04:00+00:00,0.004600000000000001,0.006,TP,0.006316571711667048,0.01105161868104644,0.006,10,187.0,TREND,0.002262723652369402,False,0.0
BTCUSDT,2026-09-03 19:05:00+00:00,0.004600000000000001,0.006,TP,0.006090279583514556,0.006971410684731256,0.006,10,190.0,TREND,0.0014078732100759094,False,0.0
SOLUSDT,2026-09-03 19:05:00+00:00,0.004600000000000001,0.006,TP,0.008675281637161834,0.004151945986610859,0.006,10,57.0,TREND,0.0011359354190105266,False,0.0
BTCUSDT,2026-09-03 19:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005825020236031451,0.007233226270249963,0.006,10,193.0,TREND,0.0013007557425184688,False,0.0
BTCUSDT,2026-09-03 19:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005624309433097586,0.00743133132060415,0.006,10,185.0,TREND,0.0013899762283974334,False,0.0
NEARUSDT,2026-09-03 19:19:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0035633626097866422,0.0005520702634881309,0.006,10,6.0,TREND,0.002018282846388274,False,0.0
XRPUSDT,2026-09-03 19:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005877930421707293,0.002323832957419226,0.006,10,37.0,TREND,0.0018893347784059483,False,0.0
BTCUSDT,2026-09-03 19:52:00+00:00,0.004600000000000001,0.006,TP,0.006334476100405988,0.0009100267959174915,0.006,10,46.0,TREND,0.0010321142879660386,False,0.0
NEARUSDT,2026-09-03 20:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003740585351058915,0.0016680988727695903,0.006,10,10.0,CHOP,0.0018377972429430732,False,0.0
ETHUSDT,2026-09-03 20:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003287795702352866,0.003742109290314302,0.006,10,82.0,TREND,0.0018277866843989534,False,0.0
ETHUSDT,2026-09-03 20:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033910597161231795,0.0029726563433936245,0.006,10,37.0,CHOP,0.0012663106158328588,False,0.0
BTCUSDT,2026-09-03 21:32:00+00:00,0.004600000000000001,0.006,TP,0.0062091828155740655,0.002836414605019212,0.006,10,51.0,CHOP,0.0007725315416773249,False,0.0
BTCUSDT,2026-09-03 21:34:00+00:00,0.004600000000000001,0.006,TP,0.009071435406815896,0.003234014570241739,0.006,10,132.0,TREND,0.0008672178676325273,False,0.0
BTCUSDT,2026-09-03 21:34:00+00:00,0.004600000000000001,0.006,TP,0.008863495303304318,0.0034394188804960685,0.006,10,55.0,CHOP,0.0007969470689064753,False,0.0
NEARUSDT,2026-09-03 21:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003928481490808375,0.0014605892722236841,0.006,10,3.0,CHOP,0.001129618304133543,False,0.0
XRPUSDT,2026-09-03 22:04:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003968797043930496,0.014780347611879064,0.006,10,169.0,TREND,0.001969735478699497,False,0.0
XRPUSDT,2026-09-03 22:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005601858177346622,0.013116545976226333,0.006,10,137.0,TREND,0.0011906388460562408,False,0.0
SOLUSDT,2026-09-03 22:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0038564083031803575,0.002609026852028194,0.006,10,36.0,CHOP,0.0016398237070489887,False,0.0
SOLUSDT,2026-09-03 22:32:00+00:00,0.004600000000000001,0.006,TP,0.007044340154650592,0.012416007952362218,0.006,10,246.0,TREND,0.001048663159288921,False,0.0
BTCUSDT,2026-09-03 22:32:00+00:00,0.004600000000000001,0.006,TP,0.006959250417702091,0.00048701258872353194,0.006,10,28.0,CHOP,0.0008205960585452698,False,0.0
ETHUSDT,2026-09-03 22:32:00+00:00,0.004600000000000001,0.006,TP,0.006188899086229506,3.990263756430671e-05,0.006,10,24.0,CHOP,0.0009773296014866314,False,0.0
BTCUSDT,2026-09-03 23:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005967433597855881,0.0002790703392486872,0.006,10,62.0,CHOP,0.0007560716239557913,False,0.0
NEARUSDT,2026-09-04 00:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030287474332648954,0.006981519507186887,0.006,10,114.0,CHOP,0.0017343795834555552,False,0.0
ETHUSDT,2026-09-04 00:36:00+00:00,0.004600000000000001,0.006,TP,0.006226201296491196,0.0011851804397179735,0.006,10,78.0,CHOP,0.0007181438426958871,False,0.0
XRPUSDT,2026-09-04 01:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004500450045004466,0.02679498719102692,0.006377780635206378,10,542.0,TREND,0.003986112897003987,False,0.0
XRPUSDT,2026-09-04 01:34:00+00:00,0.004600000000000001,0.006,TP,0.006855480922373811,0.0013156983588394244,0.006,10,28.0,CHOP,0.0015877412525844084,False,0.0
BTCUSDT,2026-09-04 01:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0031520191812652145,0.005116320989879818,0.006,10,197.0,CHOP,0.0010296842918821412,False,0.0
BTCUSDT,2026-09-04 01:58:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004589910088062694,0.0036665035191777457,0.006,10,202.0,CHOP,0.0010284632193408322,False,0.0
BTCUSDT,2026-09-04 04:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037656759073316282,0.004104080367354133,0.006,10,160.0,CHOP,0.00045485229298134134,False,0.0
BTCUSDT,2026-09-04 04:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005128718846774258,0.0027517240014642884,0.006,10,173.0,CHOP,0.00047887948031905193,False,0.0
BTCUSDT,2026-09-04 06:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0032621501480096155,0.005785490114546516,0.006,10,304.0,CHOP,0.0006953195605961911,False,0.0
BTCUSDT,2026-09-04 07:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005704649517740532,0.0013184517820701465,0.006,10,144.0,CHOP,0.0005028845982575767,False,0.0
BTCUSDT,2026-09-04 08:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033998181146867954,0.0028311167609546255,0.006,10,87.0,CHOP,0.0006849019260090057,False,0.0
ETHUSDT,2026-09-04 08:46:00+00:00,0.004600000000000001,0.006,TP,0.008218024018248081,0.006962271798825308,0.006,10,248.0,CHOP,0.0012151616752597496,False,0.0
BTCUSDT,2026-09-04 09:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005116987086347029,0.005343282068657543,0.006,10,136.0,CHOP,0.0004740535402269153,False,0.0
SOLUSDT,2026-09-04 10:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004884192714092007,0.005336076685671361,0.006,10,67.0,CHOP,0.001655076552441211,False,0.0
BTCUSDT,2026-09-04 12:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004136121842844609,0.0031292377665436337,0.006,10,195.0,CHOP,0.0009380486015469586,False,0.0
ETHUSDT,2026-09-04 12:30:00+00:00,0.004600000000000001,0.006,TP,0.013021963014733084,0.022878809787760496,0.006,10,1241.0,TREND,0.0011674091721809612,False,0.0
SOLUSDT,2026-09-04 12:30:00+00:00,0.004600000000000001,0.006,TP,0.02409952766857586,0.011668228225907702,0.006,10,264.0,CHOP,0.0009245166640678936,False,0.0
NEARUSDT,2026-09-04 12:30:00+00:00,0.004600000000000001,0.006,TP,0.029576338928856877,0.013988808952837743,0.006,10,118.0,CHOP,0.002258907159986262,False,0.0
BTCUSDT,2026-09-04 12:30:00+00:00,0.004600000000000001,0.006,TP,0.012853796687732302,0.001955423249945621,0.006,10,28.0,CHOP,0.0005764705323225579,False,0.0
ETHUSDT,2026-09-04 12:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.006100816294925686,0.003561866026563303,0.00829464165636664,10,6.0,CHOP,0.00518415103522915,False,0.0
SOLUSDT,2026-09-04 12:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.006708504652672602,0.0020164860026361696,0.009770190856535807,10,5.0,CHOP,0.0061063692853348785,False,0.0
BTCUSDT,2026-09-04 12:45:00+00:00,0.004600000000000001,0.006,TP,0.007129647471590305,0.002132137467811408,0.006,10,6.0,CHOP,0.003631765845259873,False,0.0
BTCUSDT,2026-09-04 12:45:00+00:00,0.004600000000000001,0.006,TP,0.007386743890768759,0.0018726427780661502,0.006,10,4.0,CHOP,0.0036972140886927405,False,0.0
ETHUSDT,2026-09-04 12:49:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00612000604646793,0.008211757111749311,0.009934416833927009,10,12.0,CHOP,0.00620901052120438,False,0.0
ETHUSDT,2026-09-04 12:58:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030054277127348947,0.002100129270092973,0.006,10,7.0,CHOP,0.0033872958782122553,False,0.0
BTCUSDT,2026-09-04 13:17:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0032950277439572954,0.002608825940190866,0.006,10,28.0,CHOP,0.002441727257176718,False,0.0
BTCUSDT,2026-09-04 13:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004160182761219059,0.0008051155026248024,0.006,10,23.0,CHOP,0.002051427112156736,False,0.0
BTCUSDT,2026-09-04 13:35:00+00:00,0.004600000000000001,0.006,TP,0.006912054653455326,1.1302414949254408e-05,0.006,10,42.0,CHOP,0.0021714988975660363,False,0.0
BTCUSDT,2026-09-04 13:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005191669638435493,0.003427510052559355,0.006,10,51.0,CHOP,0.0026578504291498027,False,0.0
SOLUSDT,2026-09-04 13:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003915303214099091,0.003806818742171816,0.006,10,21.0,TREND,0.0019893516150801854,False,0.0
SOLUSDT,2026-09-04 13:47:00+00:00,0.004600000000000001,0.006,TP,0.006449389523434434,0.0010338716029933436,0.006,10,7.0,TREND,0.002195746356833389,False,0.0
ETHUSDT,2026-09-04 13:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005202489033969193,0.00675303478526989,0.006,10,31.0,TREND,0.0012579239591378425,False,0.0
SOLUSDT,2026-09-04 13:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005993386607881047,0.0017222375310002476,0.006,10,16.0,TREND,0.002226958570697494,False,0.0
SOLUSDT,2026-09-04 13:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005835006100680949,0.0018794033140473343,0.006,10,12.0,TREND,0.0023959932302121405,False,0.0
SOLUSDT,2026-09-04 14:19:00+00:00,0.004600000000000001,0.006,TP,0.007271188775409846,0.0011807072436389844,0.006,10,19.0,TREND,0.0017478684017440797,False,0.0
NEARUSDT,2026-09-04 14:20:00+00:00,-0.0264,-0.025,MAE_KILL,0.0020756340808991,0.025970738621981532,0.006,10,22.0,CHOP,0.003095370685103878,False,0.0
BTCUSDT,2026-09-04 14:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0035264743952500093,0.002649267040319993,0.006,10,28.0,TREND,0.0015925490669859088,False,0.0
SOLUSDT,2026-09-04 14:43:00+00:00,0.004600000000000001,0.006,TP,0.007615867873088632,0.0012248607214824293,0.006,10,18.0,TREND,0.0016192715183193092,False,0.0
ETHUSDT,2026-09-04 14:45:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004346920182537912,0.003999656822090837,0.006,10,25.0,TREND,0.0015422578655151249,False,0.0
BTCUSDT,2026-09-04 14:47:00+00:00,0.004600000000000001,0.006,TP,0.006000757193336699,0.0025605754669358175,0.006,10,25.0,TREND,0.0013441984567678636,False,0.0
BTCUSDT,2026-09-04 14:56:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004964179935701049,0.0014543199250689083,0.006,10,12.0,TREND,0.0012019882757548384,False,0.0
BTCUSDT,2026-09-05 16:55:00+00:00,0.004600000000000001,0.006,TP,0.0063891825914864685,0.012818548721284502,0.006,10,1627.0,TREND,0.0018547214401780025,False,0.0
ETHUSDT,2026-09-05 17:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004082408823505671,0.0011571545327281041,0.006,10,6.0,TREND,0.0008464799266634519,False,0.0
ETHUSDT,2026-09-05 17:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0031745518220309484,0.00031947718973303986,0.006,10,27.0,TREND,0.0012588441165069164,False,0.0
BTCUSDT,2026-09-05 21:35:00+00:00,-0.026779390191178844,-0.025379390191178845,MAX_AGE,0.0,0.03990649891184068,0.006,10,2880.0,TREND,0.0014203469896704234,False,0.0
BTCUSDT,2026-09-05 21:37:00+00:00,-0.025362935239409332,-0.023962935239409334,MAX_AGE,0.00018224159609384316,0.038476215637062834,0.006,10,2880.0,TREND,0.001552635496539329,False,0.0
BTCUSDT,2026-09-05 21:50:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0043100646509698,0.0013725205878088534,0.006,10,261.0,CHOP,0.0004142919286646312,False,0.0
BTCUSDT,2026-09-06 00:32:00+00:00,-0.01817047451323531,-0.016770474513235312,MAX_AGE,0.0018977083510244997,0.0325157926993608,0.006,10,2880.0,CHOP,0.0006682591664113109,False,0.0
BTCUSDT,2026-09-06 00:36:00+00:00,-0.018995123907763596,-0.017595123907763598,MAX_AGE,0.0016228213715363865,0.03278123777347424,0.006,10,2880.0,CHOP,0.0005638482573257262,False,0.0
SOLUSDT,2026-09-06 01:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033383004663944307,0.0013256439533218553,0.006,10,45.0,CHOP,0.0004879586188974288,False,0.0
SOLUSDT,2026-09-06 02:40:00+00:00,-0.0414,-0.04,MAE_KILL,0.001986985246634572,0.040127167055784625,0.006,10,2148.0,TREND,0.0021360091401321584,False,0.0
NEARUSDT,2026-09-06 02:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004671847625892701,0.0019316293068596165,0.006,10,8.0,CHOP,0.0017262733672598265,False,0.0
BTCUSDT,2026-09-06 04:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0035925832641005707,0.0016077029396027846,0.006,10,390.0,CHOP,0.00011080816385864329,False,0.0
BTCUSDT,2026-09-06 04:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003629054490955006,0.0015714206946330369,0.006,10,390.0,CHOP,7.608268343807413e-05,False,0.0
ETHUSDT,2026-09-06 04:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003400301716912902,0.0008141567491199779,0.006,10,21.0,TREND,0.0004256078523936048,False,0.0
BTCUSDT,2026-09-06 06:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003077754928600769,0.002429411271417004,0.006,10,332.0,CHOP,0.00028501373126063666,False,0.0
ETHUSDT,2026-09-06 07:13:00+00:00,0.004600000000000001,0.006,TP,0.00804323840286546,0.00860290707900922,0.006,10,265.0,CHOP,0.0004934221797838594,False,0.0
BTCUSDT,2026-09-06 07:15:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030405502831786727,0.00018305993457477142,0.006,10,21.0,CHOP,0.0003599402529630051,False,0.0
BTCUSDT,2026-09-06 07:17:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004686608117445526,0.0024008852481999985,0.006,10,169.0,CHOP,0.0001615670953187215,False,0.0
BTCUSDT,2026-09-06 07:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005505734619088678,0.0015759258564406588,0.006,10,198.0,CHOP,0.00014615729598281067,False,0.0
SOLUSDT,2026-09-06 07:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030530140191360063,0.0018356127903216397,0.006,10,24.0,CHOP,0.0014687619736030691,False,0.0
ETHUSDT,2026-09-06 13:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003907659011662859,0.0036311169892990045,0.006,10,381.0,CHOP,0.0013698277194729826,False,0.0
NEARUSDT,2026-09-06 13:39:00+00:00,0.004600000000000001,0.006,TP,0.006778392315049594,0.00020792614463349565,0.006,10,2.0,CHOP,0.0033357294346191436,False,0.0
BTCUSDT,2026-09-06 14:32:00+00:00,0.004600000000000001,0.006,TP,0.00609718582730758,0.004353159650592041,0.006,10,438.0,CHOP,0.0003911189014016297,False,0.0
BTCUSDT,2026-09-06 14:32:00+00:00,0.004600000000000001,0.006,TP,0.007796469527962627,0.0004913530634985729,0.006,10,52.0,CHOP,0.00026788053316103373,False,0.0
BTCUSDT,2026-09-06 14:50:00+00:00,-0.011981560859515428,-0.010581560859515428,MAX_AGE,0.0010757899063504957,0.01707435890279571,0.006,10,2880.0,TREND,0.0016847275891903254,False,0.0
BTCUSDT,2026-09-06 14:56:00+00:00,-0.009570530850120286,-0.008170530850120285,MAX_AGE,0.0021373368807804014,0.015731660965412352,0.006,10,2880.0,TREND,0.0017595156648748068,False,0.0
NEARUSDT,2026-09-06 15:01:00+00:00,0.0064074763664283135,0.007807476366428313,TP,0.010119247564662509,0.024815250251931445,0.007807476366428313,10,29.0,CHOP,0.004879672729017696,False,0.0
BTCUSDT,2026-09-06 19:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037795552430341917,0.003628875299790304,0.006,10,285.0,CHOP,0.0006351877131268981,False,0.0
SOLUSDT,2026-09-06 22:18:00+00:00,0.004600000000000001,0.006,TP,0.006460658191394651,0.006214357439230082,0.006,10,162.0,CHOP,0.0006218417341738116,False,0.0
BTCUSDT,2026-09-06 23:03:00+00:00,0.004600000000000001,0.006,TP,0.006442325401329957,0.008246477205669511,0.006,10,940.0,CHOP,0.0005466150407196145,False,0.0
BTCUSDT,2026-09-06 23:38:00+00:00,0.004600000000000001,0.006,TP,0.006604275564180412,0.008949262887727351,0.006,10,1548.0,CHOP,0.0004649374225887131,False,0.0
BTCUSDT,2026-09-06 23:38:00+00:00,0.004600000000000001,0.006,TP,0.0063951152284854144,0.009155191384056257,0.006,10,1385.0,CHOP,0.00020304933428248544,False,0.0
