pair,ts,net_frac,exit_type,hold_min,slots_at_entry,pair_open_at_entry,regime
BTCUSDT,2026-08-24 14:48:00+00:00,0.0005000000000000001,BE_STOP,16.0,8,2,CHOP
SOLUSDT,2026-08-24 14:50:00+00:00,0.0005000000000000001,BE_STOP,7.0,7,2,CHOP
SOLUSDT,2026-08-24 15:22:00+00:00,0.004600000000000001,TP,34.0,8,3,CHOP
ETHUSDT,2026-08-24 15:30:00+00:00,0.0005000000000000001,BE_STOP,45.0,8,0,CHOP
BTCUSDT,2026-08-24 15:38:00+00:00,0.0005000000000000001,BE_STOP,64.0,7,3,CHOP
ETHUSDT,2026-08-24 15:43:00+00:00,0.004600000000000001,TP,52.0,8,1,CHOP
ETHUSDT,2026-08-24 15:43:00+00:00,0.004600000000000001,TP,4.0,8,1,CHOP
BTCUSDT,2026-08-24 15:57:00+00:00,0.004600000000000001,TP,13.0,7,4,CHOP
BTCUSDT,2026-08-24 15:57:00+00:00,0.004600000000000001,TP,11.0,8,5,CHOP
BTCUSDT,2026-08-24 16:56:00+00:00,0.0005000000000000001,BE_STOP,56.0,8,5,CHOP
BTCUSDT,2026-08-24 17:02:00+00:00,0.004600000000000001,TP,6.0,8,5,CHOP
BTCUSDT,2026-08-24 17:05:00+00:00,0.0005000000000000001,BE_STOP,67.0,7,4,CHOP
BTCUSDT,2026-08-24 17:22:00+00:00,0.004600000000000001,TP,17.0,8,5,CHOP
BTCUSDT,2026-08-24 17:27:00+00:00,0.0005000000000000001,BE_STOP,24.0,8,5,CHOP
BTCUSDT,2026-08-24 17:37:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,5,CHOP
NEARUSDT,2026-08-24 19:21:00+00:00,0.0005000000000000001,BE_STOP,104.0,8,0,CHOP
SOLUSDT,2026-08-24 22:37:00+00:00,-0.0414,MAE_KILL,524.0,6,1,CHOP
SOLUSDT,2026-08-24 23:43:00+00:00,-0.0414,MAE_KILL,586.0,6,2,CHOP
NEARUSDT,2026-08-25 00:00:00+00:00,0.004600000000000001,TP,17.0,8,0,CHOP
BTCUSDT,2026-08-25 00:44:00+00:00,0.004600000000000001,TP,126.0,8,6,CHOP
BTCUSDT,2026-08-25 00:45:00+00:00,0.004600000000000001,TP,45.0,8,7,CHOP
NEARUSDT,2026-08-25 00:47:00+00:00,0.004600000000000001,TP,3.0,8,0,CHOP
SOLUSDT,2026-08-25 01:05:00+00:00,0.0005000000000000001,BE_STOP,18.0,7,0,TREND
ETHUSDT,2026-08-25 01:33:00+00:00,0.0005000000000000001,BE_STOP,44.0,8,0,CHOP
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,654.0,8,3,CHOP
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,647.0,8,4,CHOP
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,72.0,8,6,TREND
ETHUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,44.0,8,0,TREND
XRPUSDT,2026-08-25 02:28:00+00:00,0.004600000000000001,TP,3.0,8,0,CHOP
BTCUSDT,2026-08-25 02:33:00+00:00,0.0005000000000000001,BE_STOP,12.0,6,5,CHOP
BTCUSDT,2026-08-25 02:41:00+00:00,0.004600000000000001,TP,18.0,7,6,CHOP
BTCUSDT,2026-08-25 02:44:00+00:00,0.0005000000000000001,BE_STOP,25.0,5,4,CHOP
ETHUSDT,2026-08-25 02:44:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,0,CHOP
BTCUSDT,2026-08-25 03:52:00+00:00,0.0005000000000000001,BE_STOP,57.0,8,6,TREND
BTCUSDT,2026-08-25 04:00:00+00:00,0.0005000000000000001,BE_STOP,68.0,7,5,TREND
BTCUSDT,2026-08-25 04:03:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,6,TREND
BTCUSDT,2026-08-25 04:09:00+00:00,0.0005000000000000001,BE_STOP,9.0,8,6,CHOP
BTCUSDT,2026-08-25 04:33:00+00:00,0.0005000000000000001,BE_STOP,24.0,8,5,CHOP
SOLUSDT,2026-08-25 05:00:00+00:00,0.0005000000000000001,BE_STOP,25.0,8,0,CHOP
BTCUSDT,2026-08-25 05:32:00+00:00,0.004600000000000001,TP,32.0,8,5,CHOP
NEARUSDT,2026-08-25 06:41:00+00:00,0.004600000000000001,TP,158.0,8,1,CHOP
NEARUSDT,2026-08-25 06:49:00+00:00,-0.0264,MAE_KILL,260.0,8,0,CHOP
BTCUSDT,2026-08-25 07:49:00+00:00,0.004600000000000001,TP,68.0,8,5,CHOP
BTCUSDT,2026-08-25 07:49:00+00:00,0.004600000000000001,TP,60.0,8,6,CHOP
BTCUSDT,2026-08-25 09:51:00+00:00,0.004600000000000001,TP,117.0,8,6,CHOP
BTCUSDT,2026-08-25 09:52:00+00:00,0.004600000000000001,TP,120.0,7,5,CHOP
SOLUSDT,2026-08-25 12:03:00+00:00,-0.0414,MAE_KILL,391.0,8,0,CHOP
BTCUSDT,2026-08-25 12:07:00+00:00,0.004600000000000001,TP,131.0,8,6,CHOP
BTCUSDT,2026-08-25 12:12:00+00:00,0.0005000000000000001,BE_STOP,138.0,7,5,CHOP
BTCUSDT,2026-08-25 12:12:00+00:00,0.0005000000000000001,BE_STOP,9.0,8,7,CHOP
ETHUSDT,2026-08-25 12:24:00+00:00,0.0005000000000000001,BE_STOP,17.0,8,0,CHOP
BTCUSDT,2026-08-25 12:28:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,5,TREND
NEARUSDT,2026-08-25 13:02:00+00:00,0.0005000000000000001,BE_STOP,44.0,8,0,CHOP
BTCUSDT,2026-08-25 13:24:00+00:00,0.0005000000000000001,BE_STOP,56.0,8,5,TREND
BTCUSDT,2026-08-25 13:51:00+00:00,0.004600000000000001,TP,1228.0,8,5,CHOP
BTCUSDT,2026-08-25 13:51:00+00:00,0.004600000000000001,TP,1110.0,8,5,CHOP
BTCUSDT,2026-08-25 13:51:00+00:00,0.004600000000000001,TP,27.0,8,5,TREND
BTCUSDT,2026-08-25 13:54:00+00:00,0.0005000000000000001,BE_STOP,1439.0,5,2,CHOP
NEARUSDT,2026-08-25 14:06:00+00:00,0.00519306017368331,TP,6.0,8,0,CHOP
BTCUSDT,2026-08-25 14:25:00+00:00,0.004600000000000001,TP,19.0,8,4,TREND
BTCUSDT,2026-08-25 14:35:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,4,CHOP
ETHUSDT,2026-08-25 14:39:00+00:00,0.0005000000000000001,BE_STOP,97.0,8,0,CHOP
SOLUSDT,2026-08-25 14:59:00+00:00,0.0005000000000000001,BE_STOP,20.0,8,1,CHOP
NEARUSDT,2026-08-25 15:07:00+00:00,0.0005000000000000001,BE_STOP,8.0,8,0,CHOP
BTCUSDT,2026-08-25 15:48:00+00:00,0.0005000000000000001,BE_STOP,73.0,8,4,CHOP
BTCUSDT,2026-08-25 16:08:00+00:00,0.0005000000000000001,BE_STOP,61.0,8,5,CHOP
SOLUSDT,2026-08-25 17:18:00+00:00,0.0005000000000000001,BE_STOP,89.0,8,1,CHOP
NEARUSDT,2026-08-25 17:32:00+00:00,0.0005000000000000001,BE_STOP,14.0,8,0,CHOP
XRPUSDT,2026-08-25 18:27:00+00:00,0.0005000000000000001,BE_STOP,139.0,8,1,CHOP
ETHUSDT,2026-08-25 18:31:00+00:00,0.0005000000000000001,BE_STOP,57.0,8,0,CHOP
BTCUSDT,2026-08-25 20:51:00+00:00,0.0005000000000000001,BE_STOP,416.0,6,3,CHOP
SOLUSDT,2026-08-25 21:07:00+00:00,0.004600000000000001,TP,429.0,7,0,TREND
ETHUSDT,2026-08-25 21:07:00+00:00,0.004600000000000001,TP,15.0,8,0,CHOP
BTCUSDT,2026-08-25 21:08:00+00:00,-0.0414,MAE_KILL,1106.0,8,5,TREND
XRPUSDT,2026-08-25 21:08:00+00:00,-0.0414,MAE_KILL,532.0,7,0,TREND
BTCUSDT,2026-08-25 21:11:00+00:00,0.0005000000000000001,BE_STOP,1885.0,5,2,CHOP
BTCUSDT,2026-08-25 21:13:00+00:00,0.0005000000000000001,BE_STOP,440.0,6,3,CHOP
ETHUSDT,2026-08-25 21:26:00+00:00,0.0005000000000000001,BE_STOP,10.0,7,1,TREND
XRPUSDT,2026-08-25 21:29:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,0,CHOP
BTCUSDT,2026-08-25 22:08:00+00:00,0.004600000000000001,TP,42.0,8,2,TREND
BTCUSDT,2026-08-25 22:08:00+00:00,0.004600000000000001,TP,37.0,8,3,CHOP
ETHUSDT,2026-08-25 23:10:00+00:00,0.0005000000000000001,BE_STOP,62.0,7,1,CHOP
BTCUSDT,2026-08-26 00:09:00+00:00,0.004600000000000001,TP,58.0,8,3,CHOP
BTCUSDT,2026-08-26 03:07:00+00:00,0.0005000000000000001,BE_STOP,295.0,8,2,CHOP
BTCUSDT,2026-08-26 05:24:00+00:00,0.0005000000000000001,BE_STOP,137.0,8,2,CHOP
SOLUSDT,2026-08-26 10:16:00+00:00,0.0005000000000000001,BE_STOP,784.0,6,2,CHOP
ETHUSDT,2026-08-26 10:39:00+00:00,0.004600000000000001,TP,21.0,8,2,CHOP
BTCUSDT,2026-08-26 15:04:00+00:00,0.004600000000000001,TP,1074.0,6,3,TREND
BTCUSDT,2026-08-26 15:10:00+00:00,0.0005000000000000001,BE_STOP,1082.0,5,2,TREND
SOLUSDT,2026-08-26 22:15:00+00:00,0.004600000000000001,TP,1668.0,8,1,CHOP
SOLUSDT,2026-08-26 22:15:00+00:00,0.004600000000000001,TP,1664.0,8,2,CHOP
BTCUSDT,2026-08-26 22:30:00+00:00,0.0005000000000000001,BE_STOP,710.0,8,3,CHOP
SOLUSDT,2026-08-26 23:06:00+00:00,0.0005000000000000001,BE_STOP,36.0,8,0,TREND
BTCUSDT,2026-08-26 23:46:00+00:00,0.004600000000000001,TP,40.0,8,3,CHOP
BTCUSDT,2026-08-27 00:04:00+00:00,0.0005000000000000001,BE_STOP,107.0,7,3,CHOP
BTCUSDT,2026-08-27 01:25:00+00:00,0.0005000000000000001,BE_STOP,80.0,8,2,CHOP
SOLUSDT,2026-08-27 01:29:00+00:00,0.004600000000000001,TP,4.0,8,0,TREND
NEARUSDT,2026-08-27 04:36:00+00:00,-0.0264,MAE_KILL,290.0,8,0,TREND
BTCUSDT,2026-08-27 08:04:00+00:00,0.004600000000000001,TP,1599.0,8,2,CHOP
ETHUSDT,2026-08-27 08:04:00+00:00,0.004600000000000001,TP,395.0,8,4,CHOP
ETHUSDT,2026-08-27 08:05:00+00:00,0.0005000000000000001,BE_STOP,586.0,8,3,TREND
ETHUSDT,2026-08-27 08:09:00+00:00,-0.0414,MAE_KILL,2095.0,6,0,TREND
SOLUSDT,2026-08-27 08:09:00+00:00,0.004600000000000001,TP,1.0,7,0,CHOP
BTCUSDT,2026-08-27 08:10:00+00:00,0.004600000000000001,TP,5.0,6,2,CHOP
SOLUSDT,2026-08-27 08:25:00+00:00,0.006042294059953992,TP,11.0,7,0,CHOP
ETHUSDT,2026-08-27 08:29:00+00:00,-0.0414,MAE_KILL,1940.0,8,1,CHOP
ETHUSDT,2026-08-27 08:30:00+00:00,-0.0414,MAE_KILL,1045.0,8,2,CHOP
ETHUSDT,2026-08-27 08:30:00+00:00,0.004600000000000001,TP,20.0,5,2,CHOP
BTCUSDT,2026-08-27 08:39:00+00:00,0.0005000000000000001,BE_STOP,27.0,6,2,TREND
BTCUSDT,2026-08-27 08:43:00+00:00,0.004600000000000001,TP,26.0,8,3,TREND
SOLUSDT,2026-08-27 08:45:00+00:00,0.004600000000000001,TP,6.0,8,1,CHOP
SOLUSDT,2026-08-27 08:48:00+00:00,0.004600000000000001,TP,17.0,6,0,CHOP
NEARUSDT,2026-08-27 08:51:00+00:00,0.0005000000000000001,BE_STOP,6.0,8,0,TREND
BTCUSDT,2026-08-27 08:55:00+00:00,0.0005000000000000001,BE_STOP,28.0,8,4,TREND
SOLUSDT,2026-08-27 09:01:00+00:00,0.0005000000000000001,BE_STOP,9.0,8,0,TREND
XRPUSDT,2026-08-27 09:25:00+00:00,0.004600000000000001,TP,52.0,7,0,CHOP
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,TP,51.0,8,5,TREND
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,TP,43.0,8,4,TREND
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,TP,38.0,8,5,TREND
BTCUSDT,2026-08-27 10:28:00+00:00,0.0005000000000000001,BE_STOP,87.0,8,6,TREND
BTCUSDT,2026-08-27 10:29:00+00:00,0.0005000000000000001,BE_STOP,93.0,8,5,TREND
BTCUSDT,2026-08-27 10:41:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,5,CHOP
BTCUSDT,2026-08-27 10:41:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,5,CHOP
ETHUSDT,2026-08-27 11:34:00+00:00,0.0005000000000000001,BE_STOP,51.0,8,1,CHOP
SOLUSDT,2026-08-27 11:52:00+00:00,0.0005000000000000001,BE_STOP,14.0,8,1,TREND
BTCUSDT,2026-08-27 11:54:00+00:00,0.0005000000000000001,BE_STOP,73.0,7,4,CHOP
XRPUSDT,2026-08-27 12:31:00+00:00,0.004600000000000001,TP,36.0,8,0,CHOP
SOLUSDT,2026-08-27 12:52:00+00:00,0.0005000000000000001,BE_STOP,20.0,8,1,TREND
SOLUSDT,2026-08-27 13:10:00+00:00,0.0005000000000000001,BE_STOP,18.0,8,1,TREND
BTCUSDT,2026-08-27 13:43:00+00:00,0.0005000000000000001,BE_STOP,111.0,8,5,CHOP
BTCUSDT,2026-08-27 13:52:00+00:00,0.0005000000000000001,BE_STOP,42.0,8,5,CHOP
XRPUSDT,2026-08-27 13:56:00+00:00,0.004600000000000001,TP,12.0,8,0,CHOP
SOLUSDT,2026-08-27 13:57:00+00:00,0.004600000000000001,TP,271.0,5,0,TREND
SOLUSDT,2026-08-27 13:57:00+00:00,0.004600000000000001,TP,4.0,8,1,CHOP
ETHUSDT,2026-08-27 14:07:00+00:00,0.0005000000000000001,BE_STOP,8.0,7,1,CHOP
BTCUSDT,2026-08-27 14:07:00+00:00,0.0005000000000000001,BE_STOP,6.0,8,5,CHOP
BTCUSDT,2026-08-27 14:09:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,4,CHOP
XRPUSDT,2026-08-27 14:19:00+00:00,0.004600000000000001,TP,7.0,8,0,CHOP
NEARUSDT,2026-08-27 14:20:00+00:00,0.004600000000000001,TP,10.0,7,0,CHOP
SOLUSDT,2026-08-27 14:25:00+00:00,0.0005000000000000001,BE_STOP,6.0,8,0,CHOP
BTCUSDT,2026-08-27 14:35:00+00:00,0.004600000000000001,TP,27.0,7,5,CHOP
BTCUSDT,2026-08-27 14:36:00+00:00,0.004600000000000001,TP,15.0,8,5,CHOP
BTCUSDT,2026-08-27 14:41:00+00:00,0.004600000000000001,TP,16.0,8,6,CHOP
XRPUSDT,2026-08-27 14:42:00+00:00,0.004600000000000001,TP,6.0,7,0,CHOP
BTCUSDT,2026-08-27 15:13:00+00:00,0.004600000000000001,TP,34.0,8,5,CHOP
BTCUSDT,2026-08-27 15:13:00+00:00,0.004600000000000001,TP,28.0,8,6,CHOP
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,BE_STOP,352.0,7,4,TREND
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,BE_STOP,350.0,8,5,TREND
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,BE_STOP,39.0,7,5,CHOP
XRPUSDT,2026-08-27 15:36:00+00:00,0.0005000000000000001,BE_STOP,12.0,6,0,CHOP
NEARUSDT,2026-08-27 15:38:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,0,CHOP
BTCUSDT,2026-08-27 16:11:00+00:00,0.0005000000000000001,BE_STOP,33.0,8,3,CHOP
SOLUSDT,2026-08-27 16:21:00+00:00,0.0005000000000000001,BE_STOP,68.0,7,0,CHOP
SOLUSDT,2026-08-27 16:21:00+00:00,0.0005000000000000001,BE_STOP,53.0,7,1,TREND
SOLUSDT,2026-08-27 16:22:00+00:00,0.004600000000000001,TP,11.0,8,2,TREND
ETHUSDT,2026-08-27 16:46:00+00:00,0.0005000000000000001,BE_STOP,19.0,8,2,CHOP
BTCUSDT,2026-08-27 17:22:00+00:00,0.0005000000000000001,BE_STOP,127.0,8,5,CHOP
BTCUSDT,2026-08-27 17:42:00+00:00,0.0005000000000000001,BE_STOP,77.0,7,3,CHOP
BTCUSDT,2026-08-27 17:42:00+00:00,0.0005000000000000001,BE_STOP,56.0,8,4,CHOP
ETHUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,TP,157.0,8,1,CHOP
BTCUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,TP,30.0,7,3,CHOP
BTCUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,TP,27.0,8,4,CHOP
BTCUSDT,2026-08-27 18:27:00+00:00,0.0005000000000000001,BE_STOP,13.0,6,3,CHOP
BTCUSDT,2026-08-28 01:18:00+00:00,-0.0414,MAE_KILL,2045.0,8,2,CHOP
BTCUSDT,2026-08-28 01:30:00+00:00,0.004600000000000001,TP,488.0,8,4,CHOP
ETHUSDT,2026-08-28 01:34:00+00:00,0.0005000000000000001,BE_STOP,15.0,8,3,TREND
BTCUSDT,2026-08-28 01:35:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,2,TREND
BTCUSDT,2026-08-28 02:53:00+00:00,0.0005000000000000001,BE_STOP,506.0,8,3,CHOP
ETHUSDT,2026-08-28 04:09:00+00:00,0.004600000000000001,TP,591.0,7,1,CHOP
ETHUSDT,2026-08-28 04:12:00+00:00,0.0005000000000000001,BE_STOP,592.0,8,2,CHOP
BTCUSDT,2026-08-28 04:13:00+00:00,0.0005000000000000001,BE_STOP,80.0,8,3,CHOP
XRPUSDT,2026-08-28 09:35:00+00:00,-0.0414,MAE_KILL,1034.0,7,0,TREND
BTCUSDT,2026-08-28 10:03:00+00:00,0.004600000000000001,TP,353.0,8,4,CHOP
ETHUSDT,2026-08-28 10:12:00+00:00,0.0005000000000000001,BE_STOP,36.0,8,1,CHOP
BTCUSDT,2026-08-28 14:05:00+00:00,0.004600000000000001,TP,240.0,8,5,CHOP
BTCUSDT,2026-08-28 14:05:00+00:00,0.004600000000000001,TP,233.0,8,6,CHOP
ETHUSDT,2026-08-28 14:13:00+00:00,0.004600000000000001,TP,6.0,8,1,CHOP
SOLUSDT,2026-08-28 14:14:00+00:00,0.0005000000000000001,BE_STOP,9.0,7,0,CHOP
SOLUSDT,2026-08-28 14:17:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,1,CHOP
BTCUSDT,2026-08-28 14:18:00+00:00,0.0005000000000000001,BE_STOP,2021.0,8,2,CHOP
NEARUSDT,2026-08-28 14:34:00+00:00,0.004600000000000001,TP,14.0,8,0,CHOP
BTCUSDT,2026-08-28 15:02:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,6,CHOP
BTCUSDT,2026-08-28 15:58:00+00:00,0.004600000000000001,TP,100.0,7,5,CHOP
BTCUSDT,2026-08-28 16:01:00+00:00,0.004600000000000001,TP,105.0,8,5,CHOP
XRPUSDT,2026-08-28 16:02:00+00:00,0.004600000000000001,TP,3.0,8,0,CHOP
ETHUSDT,2026-08-28 16:03:00+00:00,-0.0414,MAE_KILL,1835.0,6,0,TREND
BTCUSDT,2026-08-28 16:12:00+00:00,-0.0414,MAE_KILL,878.0,8,3,TREND
BTCUSDT,2026-08-28 16:14:00+00:00,-0.0414,MAE_KILL,878.0,8,3,TREND
BTCUSDT,2026-08-28 16:16:00+00:00,0.004600000000000001,TP,9.0,8,7,CHOP
BTCUSDT,2026-08-28 16:17:00+00:00,0.004600000000000001,TP,14.0,6,5,CHOP
BTCUSDT,2026-08-28 16:17:00+00:00,0.004600000000000001,TP,12.0,7,6,CHOP
ETHUSDT,2026-08-28 16:23:00+00:00,0.004600000000000001,TP,11.0,8,0,CHOP
NEARUSDT,2026-08-29 08:12:00+00:00,-0.0264,MAE_KILL,485.0,7,0,CHOP
NEARUSDT,2026-08-29 08:43:00+00:00,-0.0264,MAE_KILL,514.0,8,1,CHOP
BTCUSDT,2026-08-29 14:43:00+00:00,0.004600000000000001,TP,360.0,8,7,CHOP
BTCUSDT,2026-08-29 15:02:00+00:00,0.0005000000000000001,BE_STOP,902.0,4,3,CHOP
BTCUSDT,2026-08-29 15:02:00+00:00,0.0005000000000000001,BE_STOP,900.0,5,4,CHOP
BTCUSDT,2026-08-29 15:02:00+00:00,0.0005000000000000001,BE_STOP,898.0,6,5,CHOP
SOLUSDT,2026-08-29 15:06:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,0,TREND
SOLUSDT,2026-08-29 19:16:00+00:00,0.004600000000000001,TP,254.0,6,1,TREND
BTCUSDT,2026-08-30 04:19:00+00:00,-0.02347674655309041,MAX_AGE,2880.0,7,4,CHOP
BTCUSDT,2026-08-30 04:22:00+00:00,-0.02364170319348779,MAX_AGE,2880.0,8,5,CHOP
BTCUSDT,2026-08-30 12:32:00+00:00,0.004600000000000001,TP,1035.0,8,5,TREND
SOLUSDT,2026-08-30 12:59:00+00:00,0.004600000000000001,TP,26.0,8,0,CHOP
NEARUSDT,2026-08-30 13:06:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,0,CHOP
BTCUSDT,2026-08-30 15:02:00+00:00,-0.011063720645724865,MAX_AGE,2880.0,8,6,CHOP
ETHUSDT,2026-08-30 15:09:00+00:00,0.004600000000000001,TP,123.0,8,3,CHOP
SOLUSDT,2026-08-30 15:15:00+00:00,0.004600000000000001,TP,13.0,8,0,TREND
