pair,i,side,mkt_taker,v1,v2_fill,v2,v2_best,v3_fill,v3,v3_best
BTCUSDT,19336,short,-0.0022600827300366735,,1,-0.0017600827300366735,-0.0017600827300366735,1,-0.0017596529035848814,-0.0017596529035848814
BTCUSDT,19446,long,0.0008590168726558212,,1,0.001359016872655821,0.001359016872655821,1,0.0013598968210663544,0.0013598968210663544
BTCUSDT,19467,short,-0.002266239971711624,,1,-0.001766239971711624,0.00011974398302697442,1,-0.0017658070681775355,0.0004658070681775354
BTCUSDT,19507,long,-0.002222329662744236,,1,-0.001722329662744236,-0.001722329662744236,1,-0.0017227410332608666,0.0009163856532173866
BTCUSDT,19752,long,0.00048684978525861695,,1,0.0009868497852586167,0.0009868497852586167,1,0.0009875435570371354,0.0009875435570371354
BTCUSDT,19801,short,0.0004278787787784712,,1,0.0009278787787784711,0.0009278787787784711,1,0.0009272151711928748,0.0009272151711928748
BTCUSDT,20217,short,0.0007945937447467168,,1,0.0012945937447467165,0.0012945937447467165,1,0.0012937468713110612,0.0012937468713110612
BTCUSDT,20242,long,0.0011880838256563956,,1,0.0016880838256563956,0.0016880838256563956,0,,
BTCUSDT,20295,short,0.0004958549364810273,,1,0.000995854936481027,0.000995854936481027,1,0.000995157357802126,0.000995157357802126
BTCUSDT,20351,long,0.0005131045938735902,,1,0.00101310459387359,0.00101310459387359,0,,
